datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation,month_sin,month_cos,season_sin,season_cos,winddir_sin,winddir_cos,orographic_precipitation_potential,valley_temperature_inversion_index,urban_heat_island_effect_refined,season
2015-04-01,75.1,51.7,63.7,52.1,69.1,8.1,255.0,1014.5,40.1,21.7,0.0,0.87,-0.5,0.95,0.31,-0.97,-0.26,-540.64,0.02,12.21,Spring
2015-04-02,75.1,55.3,65.5,52.6,65.2,12.8,268.6,1011.5,49.2,20.1,0.0,0.87,-0.5,0.95,0.31,-1.0,-0.02,-834.31,0.03,13.42,Spring
2015-04-03,76.9,55.3,64.4,53.0,69.7,11.4,286.5,1010.6,41.3,20.7,0.0,0.87,-0.5,0.95,0.31,-0.96,0.28,-761.86,0.02,12.0,Spring
2015-04-04,78.7,51.7,61.0,51.1,74.2,17.2,306.6,1011.3,50.5,20.6,3.0,0.87,-0.5,0.95,0.31,-0.8,0.6,-1024.59,0.02,10.41,Spring
2015-04-05,75.1,49.9,61.7,48.8,66.9,15.0,213.0,1013.0,43.8,23.5,3.3,0.87,-0.5,0.95,0.31,-0.54,-0.84,-546.55,0.03,13.48,Spring
2015-04-06,84.8,49.9,63.9,50.2,63.9,15.0,199.0,1013.5,28.1,24.7,0.0,0.87,-0.5,0.95,0.31,-0.33,-0.95,-312.06,0.03,14.43,Spring
2015-04-07,73.3,53.5,63.9,50.7,64.6,10.3,217.8,1016.6,53.5,22.0,0.0,0.87,-0.5,0.95,0.31,-0.61,-0.79,-407.82,0.03,13.68,Spring
2015-04-08,91.7,51.7,65.9,47.3,55.7,12.8,258.6,1015.8,22.8,25.5,0.0,0.87,-0.5,0.95,0.31,-0.98,-0.2,-698.89,0.04,19.39,Spring
2015-04-09,90.8,51.0,65.3,47.9,56.4,10.3,226.7,1014.0,25.3,25.0,0.0,0.87,-0.5,0.95,0.31,-0.73,-0.69,-422.78,0.03,18.16,Spring
2015-04-10,78.7,53.5,65.9,48.6,56.7,13.9,200.1,1015.5,25.0,25.0,0.0,0.87,-0.5,0.95,0.31,-0.34,-0.94,-270.85,0.03,18.07,Spring
2015-04-11,93.8,53.5,68.1,49.0,54.7,15.0,202.5,1016.8,25.6,23.3,0.0,0.87,-0.5,0.95,0.31,-0.38,-0.92,-313.99,0.04,19.86,Spring
2015-04-12,76.9,53.5,64.1,51.1,65.4,10.3,186.9,1020.7,70.5,17.4,0.3,0.87,-0.5,0.95,0.31,-0.12,-0.99,-80.93,0.03,13.32,Spring
2015-04-13,71.7,57.1,59.9,56.3,88.1,4.7,89.9,1021.3,94.3,9.8,9.9,0.87,-0.5,0.95,0.31,1.0,0.0,414.07,0.01,3.68,Spring
2015-04-14,75.1,55.3,63.6,55.8,78.0,4.7,174.7,1020.4,80.0,15.6,0.0,0.87,-0.5,0.95,0.31,0.09,-1.0,33.86,0.02,8.02,Spring
2015-04-15,87.9,57.1,64.3,57.0,78.8,9.2,227.2,1020.2,85.4,15.6,1.0,0.87,-0.5,0.95,0.31,-0.73,-0.68,-531.92,0.01,7.47,Spring
2015-04-16,75.1,55.3,63.8,55.1,75.4,11.4,174.6,1021.3,73.3,23.7,0.0,0.87,-0.5,0.95,0.31,0.09,-1.0,80.89,0.02,8.99,Spring
2015-04-17,71.5,55.3,61.2,55.4,82.2,11.4,128.1,1016.4,72.6,19.2,0.0,0.87,-0.5,0.95,0.31,0.79,-0.62,737.42,0.01,6.09,Spring
2015-04-18,71.5,55.3,64.1,56.1,77.1,10.3,217.5,1011.6,68.5,17.1,10.2,0.87,-0.5,0.95,0.31,-0.61,-0.79,-483.44,0.02,8.33,Spring
2015-04-19,78.7,55.3,67.2,58.7,76.1,11.4,222.0,1014.1,40.7,20.0,0.0,0.87,-0.5,0.95,0.31,-0.67,-0.74,-580.5,0.02,9.11,Spring
2015-04-20,78.7,62.5,70.1,62.0,76.3,15.0,211.4,1016.6,48.8,21.4,0.0,0.87,-0.5,0.95,0.31,-0.52,-0.85,-596.3,0.02,8.63,Spring
2015-04-21,82.3,62.5,70.5,59.8,71.6,13.9,315.1,1013.9,59.5,21.8,0.0,0.87,-0.5,0.95,0.31,-0.71,0.71,-702.51,0.02,11.12,Spring
2015-04-22,78.7,57.1,66.6,56.1,71.2,19.7,243.6,1011.9,47.4,20.2,3.3,0.87,-0.5,0.95,0.31,-0.9,-0.44,-1256.36,0.02,11.04,Spring
2015-04-23,90.8,53.5,68.3,52.6,61.4,15.0,217.0,1013.9,30.0,24.0,0.0,0.87,-0.5,0.95,0.31,-0.6,-0.8,-554.27,0.03,16.41,Spring
2015-04-24,76.9,57.1,65.2,54.0,68.1,11.4,137.8,1016.5,54.4,23.5,0.0,0.87,-0.5,0.95,0.31,0.67,-0.74,521.48,0.02,11.67,Spring
2015-04-25,67.9,56.6,60.4,53.2,77.8,13.9,122.9,1016.4,89.8,14.5,9.3,0.87,-0.5,0.95,0.31,0.84,-0.54,907.98,0.01,7.32,Spring
2015-04-26,73.3,55.5,61.7,54.9,80.0,13.9,180.3,1016.5,91.1,16.2,8.59,0.87,-0.5,0.95,0.31,-0.01,-1.0,-5.82,0.01,6.91,Spring
2015-04-27,75.1,53.9,64.1,57.3,76.9,6.9,92.5,1017.6,51.5,17.8,4.3,0.87,-0.5,0.95,0.31,1.0,-0.04,530.1,0.01,7.3,Spring
2015-04-28,69.7,57.1,62.2,56.6,82.4,10.3,124.2,1016.1,73.7,17.4,3.0,0.87,-0.5,0.95,0.31,0.83,-0.56,701.96,0.01,5.88,Spring
2015-04-29,71.5,53.5,62.0,55.6,80.6,13.9,145.3,1015.1,66.9,16.3,0.0,0.87,-0.5,0.95,0.31,0.57,-0.82,637.79,0.01,6.75,Spring
2015-04-30,71.5,54.9,64.2,58.0,81.2,5.8,170.1,1015.8,70.5,21.3,8.6,0.87,-0.5,0.95,0.31,0.17,-0.99,80.97,0.01,6.51,Spring
2015-05-01,82.3,57.1,68.7,58.2,72.5,11.4,276.3,1014.8,36.0,21.6,0.99,0.5,-0.87,0.95,0.31,-0.99,0.11,-821.51,0.02,11.15,Spring
2015-05-02,80.5,57.6,69.2,57.5,68.8,15.0,269.8,1014.7,38.9,24.2,0.0,0.5,-0.87,0.95,0.31,-1.0,-0.0,-1031.99,0.02,12.33,Spring
2015-05-03,82.3,55.3,69.0,52.5,58.5,11.4,256.4,1015.5,25.0,25.4,0.0,0.5,-0.87,0.95,0.31,-0.97,-0.24,-648.2,0.03,17.27,Spring
2015-05-04,82.3,55.3,70.2,50.4,53.4,13.9,260.1,1016.2,26.1,26.3,0.0,0.5,-0.87,0.95,0.31,-0.99,-0.17,-731.21,0.04,20.56,Spring
2015-05-05,84.1,57.1,70.4,51.2,54.2,8.1,264.2,1015.3,35.5,26.8,0.0,0.5,-0.87,0.95,0.31,-0.99,-0.1,-436.77,0.04,19.86,Spring
2015-05-06,84.1,58.9,71.8,53.1,55.0,9.2,282.4,1013.8,36.6,25.0,0.0,0.5,-0.87,0.95,0.31,-0.98,0.21,-494.2,0.04,19.35,Spring
2015-05-07,82.3,62.5,71.1,60.8,71.4,13.9,161.2,1014.8,61.6,23.1,0.0,0.5,-0.87,0.95,0.31,0.32,-0.95,319.84,0.02,10.7,Spring
2015-05-08,78.7,62.5,70.8,62.4,75.8,13.9,202.5,1014.1,74.3,23.9,0.0,0.5,-0.87,0.95,0.31,-0.38,-0.92,-403.2,0.02,8.67,Spring
2015-05-09,78.7,64.3,70.2,64.3,82.0,8.1,184.3,1013.3,75.6,16.0,0.51,0.5,-0.87,0.95,0.31,-0.07,-1.0,-49.8,0.01,6.16,Spring
2015-05-10,80.5,62.5,70.8,63.6,79.7,16.1,199.7,1013.5,67.4,19.3,5.1,0.5,-0.87,0.95,0.31,-0.34,-0.94,-432.55,0.01,7.54,Spring
2015-05-11,84.1,58.4,71.7,62.5,75.0,15.0,175.4,1015.4,60.8,22.0,11.4,0.5,-0.87,0.95,0.31,0.08,-1.0,90.22,0.02,9.61,Spring
2015-05-12,82.3,60.7,70.5,60.4,73.0,8.1,257.9,1015.0,57.2,24.5,17.0,0.5,-0.87,0.95,0.31,-0.98,-0.21,-578.16,0.02,10.54,Spring
2015-05-13,95.1,64.3,73.4,63.2,72.1,12.8,212.1,1014.1,44.3,20.5,0.0,0.5,-0.87,0.95,0.31,-0.53,-0.85,-490.42,0.02,10.77,Spring
2015-05-14,92.9,64.3,76.2,61.6,63.9,12.8,293.9,1015.1,45.5,23.5,0.0,0.5,-0.87,0.95,0.31,-0.91,0.41,-747.79,0.03,15.16,Spring
2015-05-15,82.3,67.9,75.0,60.3,62.6,10.3,300.3,1014.9,74.7,20.0,0.0,0.5,-0.87,0.95,0.31,-0.86,0.5,-556.7,0.03,14.97,Spring
2015-06-16,80.5,66.1,73.4,65.1,76.1,9.2,203.3,1009.6,72.9,21.8,3.3,0.0,-1.0,-0.59,-0.81,-0.4,-0.92,-276.93,0.02,8.58,Monsoon
2015-06-17,87.9,67.6,76.3,66.9,74.6,10.3,257.7,1009.1,55.5,20.8,5.1,0.0,-1.0,-0.59,-0.81,-0.98,-0.21,-750.74,0.02,9.85,Monsoon
2015-06-18,85.9,69.7,76.2,67.5,76.2,13.9,224.1,1009.1,67.6,21.0,0.5,0.0,-1.0,-0.59,-0.81,-0.7,-0.72,-737.1,0.02,9.03,Monsoon
2015-06-19,95.1,69.7,75.8,67.7,77.5,12.8,151.5,1009.4,75.6,13.5,2.5,0.0,-1.0,-0.59,-0.81,0.48,-0.88,473.34,0.02,8.35,Monsoon
2015-06-20,84.1,67.9,74.4,68.6,83.0,19.7,153.0,1010.6,74.2,16.6,48.5,0.0,-1.0,-0.59,-0.81,0.45,-0.89,742.32,0.01,6.07,Monsoon
2015-06-21,84.1,68.6,75.3,68.7,80.9,11.4,248.0,1009.3,76.6,20.7,19.3,0.0,-1.0,-0.59,-0.81,-0.93,-0.37,-855.1,0.01,6.84,Monsoon
2015-06-22,82.3,69.7,74.4,68.4,82.5,10.3,219.2,1006.3,86.2,12.7,0.3,0.0,-1.0,-0.59,-0.81,-0.63,-0.77,-537.07,0.01,6.14,Monsoon
2015-06-23,82.3,69.7,74.5,68.5,82.1,13.9,228.7,1005.3,71.0,7.7,1.5,0.0,-1.0,-0.59,-0.81,-0.75,-0.66,-857.34,0.01,6.3,Monsoon
2015-06-24,82.3,68.6,75.5,67.8,77.8,15.0,275.2,1006.6,64.6,9.2,2.3,0.0,-1.0,-0.59,-0.81,-1.0,0.09,-1162.2,0.02,8.06,Monsoon
2015-06-25,84.1,67.9,75.4,68.8,81.0,12.8,217.8,1005.4,67.7,15.9,1.5,0.0,-1.0,-0.59,-0.81,-0.61,-0.79,-635.46,0.01,6.93,Monsoon
2015-06-26,84.1,69.7,73.3,69.4,88.2,10.3,163.4,1004.3,84.7,10.1,18.8,0.0,-1.0,-0.59,-0.81,0.29,-0.96,259.54,0.01,4.06,Monsoon
2015-06-27,80.5,69.7,72.1,68.7,89.3,11.4,228.3,1006.7,91.4,7.3,5.6,0.0,-1.0,-0.59,-0.81,-0.75,-0.67,-760.09,0.01,3.49,Monsoon
2015-06-28,78.9,69.7,73.9,68.1,82.7,11.4,112.5,1010.5,90.5,10.5,1.0,0.0,-1.0,-0.59,-0.81,0.92,-0.38,871.02,0.01,5.91,Monsoon
2015-06-29,82.3,67.6,74.5,66.8,77.9,11.4,171.5,1013.3,76.0,14.1,0.0,0.0,-1.0,-0.59,-0.81,0.15,-0.99,131.26,0.02,7.95,Monsoon
2015-06-30,92.0,68.6,76.5,69.5,80.2,10.3,271.7,1011.9,73.9,18.2,0.0,0.0,-1.0,-0.59,-0.81,-1.0,0.03,-825.7,0.01,7.27,Monsoon
2016-07-01,71.5,67.9,69.9,68.9,96.8,9.2,78.4,1009.1,97.0,4.6,53.1,-0.5,-0.87,-0.59,-0.81,0.98,0.2,872.37,0.0,1.04,Monsoon
2016-07-02,80.5,67.9,71.0,69.0,93.9,9.2,172.1,1009.8,91.0,8.9,13.7,-0.5,-0.87,-0.59,-0.81,0.14,-0.99,118.74,0.0,2.1,Monsoon
2016-07-03,84.1,69.7,73.8,69.8,88.4,12.8,216.1,1007.7,86.3,12.5,2.0,-0.5,-0.87,-0.59,-0.81,-0.59,-0.81,-666.69,0.01,4.14,Monsoon
2016-07-04,80.5,69.7,74.7,69.4,84.5,5.8,177.7,1006.3,85.3,13.0,16.8,-0.5,-0.87,-0.59,-0.81,0.04,-1.0,19.67,0.01,5.45,Monsoon
2016-07-05,80.5,71.5,75.7,69.9,82.7,11.4,110.0,1005.7,86.4,12.5,3.8,-0.5,-0.87,-0.59,-0.81,0.94,-0.34,885.92,0.01,5.94,Monsoon
2016-07-06,80.5,68.1,74.4,69.5,85.3,19.7,163.8,1005.7,86.2,12.2,0.0,-0.5,-0.87,-0.59,-0.81,0.28,-0.96,468.82,0.01,5.04,Monsoon
2016-07-07,84.1,69.7,75.2,70.1,84.8,12.8,198.5,1007.5,76.3,14.9,6.1,-0.5,-0.87,-0.59,-0.81,-0.32,-0.95,-344.42,0.01,5.34,Monsoon
2016-07-08,82.3,69.7,75.9,70.1,83.0,6.9,271.2,1008.0,76.9,15.5,0.3,-0.5,-0.87,-0.59,-0.81,-1.0,0.02,-572.57,0.01,6.04,Monsoon
2016-07-09,82.3,68.4,75.0,70.0,85.5,11.4,199.0,1006.5,79.8,15.2,0.0,-0.5,-0.87,-0.59,-0.81,-0.33,-0.95,-317.33,0.01,5.21,Monsoon
2016-07-10,82.3,69.0,74.5,69.3,84.5,12.8,214.5,1006.1,81.0,13.9,2.5,-0.5,-0.87,-0.59,-0.81,-0.57,-0.82,-612.62,0.01,5.4,Monsoon
2016-07-11,80.5,69.7,74.1,70.3,88.4,6.9,208.5,1008.7,90.0,8.7,9.4,-0.5,-0.87,-0.59,-0.81,-0.48,-0.88,-291.05,0.01,3.91,Monsoon
2016-07-12,82.3,69.9,75.4,70.3,84.6,10.3,211.8,1009.2,80.1,13.3,0.1,-0.5,-0.87,-0.59,-0.81,-0.53,-0.85,-459.18,0.01,5.31,Monsoon
2016-07-13,84.1,69.7,76.1,69.8,81.4,9.2,213.5,1009.4,88.0,0.0,1.0,-0.5,-0.87,-0.59,-0.81,-0.55,-0.83,-413.33,0.01,6.43,Monsoon
2016-07-14,82.3,69.7,75.0,70.4,86.1,10.3,210.6,1008.3,87.8,12.0,39.1,-0.5,-0.87,-0.59,-0.81,-0.51,-0.86,-451.43,0.01,4.73,Monsoon
2016-07-15,91.7,69.0,74.9,71.1,88.7,15.0,193.8,1008.1,86.3,11.3,14.2,-0.5,-0.87,-0.59,-0.81,-0.24,-0.97,-317.37,0.01,3.95,Monsoon
2016-07-16,80.5,69.7,73.9,70.3,89.0,10.3,234.1,1010.3,90.5,13.2,29.0,-0.5,-0.87,-0.59,-0.81,-0.81,-0.59,-742.57,0.01,3.71,Monsoon
2016-07-17,78.7,68.3,71.8,69.5,92.8,10.3,176.7,1011.0,90.9,8.0,0.2,-0.5,-0.87,-0.59,-0.81,0.06,-1.0,55.02,0.0,2.4,Monsoon
2016-07-18,78.7,69.2,73.2,69.5,88.5,9.2,208.8,1009.9,86.9,7.4,38.6,-0.5,-0.87,-0.59,-0.81,-0.48,-0.88,-392.24,0.01,3.84,Monsoon
2016-07-19,80.5,68.8,74.8,70.4,86.6,8.1,200.6,1007.9,88.5,14.3,24.4,-0.5,-0.87,-0.59,-0.81,-0.35,-0.94,-246.8,0.01,4.52,Monsoon
2016-07-20,77.1,69.2,73.1,70.4,91.3,9.2,164.5,1009.0,88.6,6.8,0.5,-0.5,-0.87,-0.59,-0.81,0.27,-0.96,224.47,0.01,2.82,Monsoon
2016-07-21,75.1,69.7,72.1,69.6,92.1,8.1,148.8,1010.6,91.0,6.6,14.5,-0.5,-0.87,-0.59,-0.81,0.52,-0.86,386.45,0.0,2.6,Monsoon
2016-07-22,78.5,69.7,70.6,68.9,94.6,5.8,110.1,1011.2,94.5,4.7,37.6,-0.5,-0.87,-0.59,-0.81,0.94,-0.34,515.26,0.0,1.77,Monsoon
2016-07-23,86.1,67.2,73.0,69.0,88.2,6.9,180.3,1011.3,91.2,8.8,0.5,-0.5,-0.87,-0.59,-0.81,-0.01,-1.0,-3.19,0.01,4.1,Monsoon
2016-07-24,82.3,67.9,74.1,69.2,85.9,11.4,214.6,1011.7,86.4,14.5,0.5,-0.5,-0.87,-0.59,-0.81,-0.57,-0.82,-556.07,0.01,5.05,Monsoon
2016-07-25,76.9,67.9,70.9,69.1,94.1,5.8,152.0,1012.8,94.0,6.7,28.4,-0.5,-0.87,-0.59,-0.81,0.47,-0.88,256.23,0.0,1.87,Monsoon
2016-07-26,78.7,66.1,72.1,68.4,88.5,9.2,204.7,1015.1,92.5,8.7,86.1,-0.5,-0.87,-0.59,-0.81,-0.42,-0.91,-340.23,0.01,3.79,Monsoon
2016-07-27,78.7,69.7,72.0,67.8,86.9,9.2,200.4,1015.0,86.9,12.5,0.3,-0.5,-0.87,-0.59,-0.81,-0.35,-0.94,-278.68,0.01,4.35,Monsoon
2016-07-28,78.7,67.9,72.0,68.7,89.7,6.9,112.3,1013.1,91.0,5.2,6.6,-0.5,-0.87,-0.59,-0.81,0.93,-0.38,572.64,0.01,3.4,Monsoon
2016-07-29,78.7,67.9,72.5,68.1,86.9,6.9,284.3,1011.9,90.5,9.1,2.11,-0.5,-0.87,-0.59,-0.81,-0.97,0.25,-581.03,0.01,4.51,Monsoon
2016-07-30,76.9,67.7,72.7,67.8,85.1,9.2,199.2,1012.0,88.5,9.2,30.0,-0.5,-0.87,-0.59,-0.81,-0.33,-0.94,-257.48,0.01,5.03,Monsoon
2016-07-31,89.7,67.9,73.2,69.6,88.9,4.7,98.4,1011.4,89.5,5.3,2.8,-0.5,-0.87,-0.59,-0.81,0.99,-0.15,413.35,0.01,3.72,Monsoon
2016-08-01,82.3,67.9,72.0,68.2,88.5,10.3,164.4,1010.4,88.5,13.2,9.1,-0.87,-0.5,-0.59,-0.81,0.27,-0.96,245.13,0.01,3.93,Monsoon
2016-08-02,82.3,67.9,73.3,68.2,85.2,15.0,222.0,1008.3,78.5,18.1,1.8,-0.87,-0.5,-0.59,-0.81,-0.67,-0.74,-855.15,0.01,5.32,Monsoon
2016-08-03,82.3,67.9,75.0,69.3,83.5,9.2,247.6,1008.5,80.6,18.5,1.0,-0.87,-0.5,-0.59,-0.81,-0.92,-0.38,-710.24,0.01,5.9,Monsoon
2016-08-04,84.1,69.7,75.8,70.2,84.0,13.9,190.9,1009.1,64.3,17.8,7.6,-0.87,-0.5,-0.59,-0.81,-0.19,-0.98,-220.79,0.01,5.97,Monsoon
2016-08-05,95.1,71.5,76.2,71.0,85.1,16.1,193.2,1010.1,77.6,15.3,0.0,-0.87,-0.5,-0.59,-0.81,-0.23,-0.97,-312.87,0.01,5.43,Monsoon
2016-08-06,92.9,69.7,75.2,70.0,84.9,8.1,185.9,1010.1,86.3,14.0,13.2,-0.87,-0.5,-0.59,-0.81,-0.1,-0.99,-70.69,0.01,5.35,Monsoon
2016-08-07,84.1,69.2,75.9,69.3,80.9,13.9,203.6,1010.5,71.0,13.7,81.0,-0.87,-0.5,-0.59,-0.81,-0.4,-0.92,-450.2,0.01,6.9,Monsoon
2016-08-08,84.1,69.3,74.6,69.7,85.9,15.0,186.3,1010.7,80.9,14.5,2.0,-0.87,-0.5,-0.59,-0.81,-0.11,-0.99,-141.39,0.01,5.1,Monsoon
2016-08-09,82.3,68.8,74.4,69.0,84.2,13.9,190.8,1009.5,77.9,15.6,2.3,-0.87,-0.5,-0.59,-0.81,-0.19,-0.98,-219.31,0.01,5.63,Monsoon
2016-08-10,80.5,68.6,73.4,68.8,86.1,15.0,237.7,1010.6,84.7,12.7,0.81,-0.87,-0.5,-0.59,-0.81,-0.85,-0.53,-1091.66,0.01,4.76,Monsoon
2016-08-11,80.5,67.9,74.3,68.4,82.6,8.1,276.6,1011.8,90.0,15.3,10.9,-0.87,-0.5,-0.59,-0.81,-0.99,0.11,-664.63,0.01,6.01,Monsoon
2016-08-12,80.5,69.7,74.3,70.1,87.3,13.9,216.2,1011.1,86.8,17.0,0.0,-0.87,-0.5,-0.59,-0.81,-0.59,-0.81,-716.68,0.01,4.34,Monsoon
2016-08-13,82.3,69.7,75.3,69.9,84.5,9.2,156.2,1010.0,83.3,12.9,10.4,-0.87,-0.5,-0.59,-0.81,0.4,-0.91,313.72,0.01,5.58,Monsoon
2016-08-14,82.3,71.5,75.1,70.3,85.6,10.3,158.1,1008.9,86.4,14.1,0.8,-0.87,-0.5,-0.59,-0.81,0.37,-0.93,328.86,0.01,4.94,Monsoon
2016-08-15,84.1,71.5,75.2,69.9,84.2,10.3,167.6,1007.5,78.5,15.8,0.5,-0.87,-0.5,-0.59,-0.81,0.21,-0.98,186.23,0.01,5.52,Monsoon
2016-08-16,84.1,69.7,74.3,69.4,85.8,15.0,162.4,1006.8,76.2,14.1,19.6,-0.87,-0.5,-0.59,-0.81,0.3,-0.95,389.15,0.01,5.14,Monsoon
2016-08-17,80.5,67.9,73.9,68.0,82.8,10.3,232.7,1007.7,86.3,14.6,4.6,-0.87,-0.5,-0.59,-0.81,-0.8,-0.61,-678.41,0.01,6.04,Monsoon
2016-08-18,84.1,68.8,74.9,69.7,84.7,8.1,186.2,1008.0,81.0,14.2,0.0,-0.87,-0.5,-0.59,-0.81,-0.11,-0.99,-74.1,0.01,5.4,Monsoon
2016-08-19,82.3,67.9,75.2,69.5,83.3,12.8,206.3,1010.3,72.2,13.8,0.5,-0.87,-0.5,-0.59,-0.81,-0.44,-0.9,-472.42,0.01,5.99,Monsoon
2016-08-20,82.3,69.3,76.2,70.6,83.5,9.2,262.5,1010.2,80.6,14.8,5.1,-0.87,-0.5,-0.59,-0.81,-0.99,-0.13,-761.63,0.01,5.8,Monsoon
2016-08-21,85.9,71.5,75.6,70.5,85.4,10.3,180.6,1010.8,80.6,17.2,2.5,-0.87,-0.5,-0.59,-0.81,-0.01,-1.0,-9.21,0.01,5.3,Monsoon
2016-08-22,78.7,69.7,72.9,69.0,88.2,8.1,196.8,1012.5,89.0,7.2,8.9,-0.87,-0.5,-0.59,-0.81,-0.29,-0.96,-206.49,0.01,4.02,Monsoon
2016-08-23,80.5,67.9,73.9,68.1,82.8,12.8,200.8,1013.2,59.0,17.2,2.3,-0.87,-0.5,-0.59,-0.81,-0.36,-0.93,-376.36,0.01,6.22,Monsoon
2016-08-24,84.1,68.8,75.7,68.4,79.0,9.2,149.9,1013.2,77.4,13.9,0.0,-0.87,-0.5,-0.59,-0.81,0.5,-0.87,364.5,0.01,7.54,Monsoon
2016-08-25,87.7,67.9,77.7,68.9,75.7,9.2,226.8,1014.0,44.3,20.1,0.0,-0.87,-0.5,-0.59,-0.81,-0.73,-0.68,-507.68,0.02,9.37,Monsoon
2016-08-26,84.1,67.9,74.5,68.0,81.3,12.8,171.4,1015.7,79.8,20.1,15.5,-0.87,-0.5,-0.59,-0.81,0.15,-0.99,155.61,0.01,6.72,Monsoon
2016-08-27,87.7,71.5,77.9,69.6,77.4,6.9,162.2,1016.0,64.8,22.5,0.0,-0.87,-0.5,-0.59,-0.81,0.31,-0.95,163.26,0.02,8.67,Monsoon
2016-08-28,84.1,69.7,75.8,68.4,78.8,10.3,223.2,1015.8,64.3,20.0,0.0,-0.87,-0.5,-0.59,-0.81,-0.68,-0.73,-555.61,0.01,7.77,Monsoon
2016-08-29,82.3,67.9,74.6,68.3,81.8,9.2,289.3,1013.1,69.5,16.4,0.5,-0.87,-0.5,-0.59,-0.81,-0.94,0.33,-710.27,0.01,6.62,Monsoon
2016-08-30,78.7,69.7,74.0,68.7,84.0,9.2,210.1,1011.7,83.8,14.0,0.5,-0.87,-0.5,-0.59,-0.81,-0.5,-0.87,-387.57,0.01,5.47,Monsoon
2016-08-31,82.3,67.9,73.8,68.8,85.7,11.4,249.0,1011.4,80.1,15.1,18.01,-0.87,-0.5,-0.59,-0.81,-0.93,-0.36,-912.09,0.01,5.21,Monsoon
2016-09-01,80.5,69.7,74.8,68.9,82.5,10.3,254.5,1010.5,83.3,14.4,0.0,-1.0,-0.0,-0.59,-0.81,-0.96,-0.27,-818.84,0.01,6.08,Monsoon
2016-09-02,82.3,69.7,75.1,69.0,82.4,10.3,262.6,1008.3,78.5,12.6,0.0,-1.0,-0.0,-0.59,-0.81,-0.99,-0.13,-841.65,0.01,6.32,Monsoon
2016-09-03,82.3,67.9,72.7,69.1,89.3,13.9,207.2,1008.2,87.8,10.9,35.99,-1.0,-0.0,-0.59,-0.81,-0.46,-0.89,-567.38,0.01,3.73,Monsoon
2016-09-04,76.9,66.1,71.8,68.1,88.4,5.8,219.0,1010.8,90.0,6.5,0.1,-1.0,-0.0,-0.59,-0.81,-0.63,-0.78,-322.67,0.01,3.81,Monsoon
2016-09-05,80.5,68.1,74.1,68.8,84.3,8.1,197.3,1010.8,88.5,11.7,0.0,-1.0,-0.0,-0.59,-0.81,-0.3,-0.95,-203.06,0.01,5.43,Monsoon
2016-09-06,80.5,69.7,72.6,69.0,88.8,8.1,201.8,1012.1,86.4,6.0,2.0,-1.0,-0.0,-0.59,-0.81,-0.37,-0.93,-267.12,0.01,3.75,Monsoon
2016-09-07,80.5,67.9,72.9,69.3,89.2,9.2,244.5,1011.5,90.5,14.6,6.1,-1.0,-0.0,-0.59,-0.81,-0.9,-0.43,-740.7,0.01,3.71,Monsoon
2016-09-08,82.3,69.7,74.1,68.2,83.0,10.3,252.4,1013.4,86.4,10.7,2.3,-1.0,-0.0,-0.59,-0.81,-0.95,-0.3,-814.88,0.01,6.05,Monsoon
2016-09-09,84.1,68.8,73.9,69.1,85.5,8.1,223.7,1014.0,88.5,14.6,0.0,-1.0,-0.0,-0.59,-0.81,-0.69,-0.72,-478.47,0.01,4.93,Monsoon
2016-09-10,76.9,69.7,71.9,69.3,91.6,4.7,151.2,1014.0,87.3,10.8,15.7,-1.0,-0.0,-0.59,-0.81,0.48,-0.88,207.4,0.01,2.74,Monsoon
2016-09-11,78.7,67.9,71.4,67.8,89.3,8.1,132.2,1013.6,87.9,3.9,31.0,-1.0,-0.0,-0.59,-0.81,0.74,-0.67,535.85,0.01,3.73,Monsoon
2016-09-12,69.7,66.1,68.5,66.6,93.9,6.9,141.0,1013.9,93.4,4.5,56.4,-1.0,-0.0,-0.59,-0.81,0.63,-0.78,407.74,0.0,1.98,Monsoon
2016-09-13,76.9,65.7,70.2,66.0,87.4,5.8,156.4,1016.5,80.5,13.6,0.3,-1.0,-0.0,-0.59,-0.81,0.4,-0.92,202.94,0.01,4.41,Monsoon
2016-09-14,80.5,67.6,73.2,67.3,82.7,11.4,145.3,1016.0,77.2,14.8,8.6,-1.0,-0.0,-0.59,-0.81,0.57,-0.82,536.71,0.01,6.14,Monsoon
2016-09-15,84.1,67.9,73.3,67.8,83.9,9.2,228.2,1015.3,80.1,17.5,0.1,-1.0,-0.0,-0.59,-0.81,-0.75,-0.67,-575.42,0.01,5.71,Monsoon
2016-09-16,82.3,67.9,73.2,67.7,84.0,12.8,225.8,1013.8,76.6,14.0,0.0,-1.0,-0.0,-0.95,0.31,-0.72,-0.7,-770.82,0.01,5.75,Autumn
2016-09-17,78.7,69.7,72.6,67.6,85.0,10.3,205.7,1013.5,81.7,11.7,1.8,-1.0,-0.0,-0.95,0.31,-0.43,-0.9,-379.67,0.01,5.2,Autumn
2016-09-18,78.7,65.0,71.9,66.5,84.2,8.1,239.0,1014.6,66.0,15.1,16.5,-1.0,-0.0,-0.95,0.31,-0.86,-0.52,-584.61,0.01,5.75,Autumn
