datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation
2018-03-28,77.1,53.5,65.6,52.7,64.8,15.0,209.8,1015.8,36.5,21.3,0.0
2018-03-29,76.9,54.8,65.8,48.6,57.6,16.1,308.6,1015.6,43.3,20.4,0.0
2018-03-30,73.3,55.3,62.9,44.1,53.0,16.1,68.5,1016.5,77.0,18.3,1.8
2018-03-31,75.1,51.7,64.5,44.9,51.5,16.1,181.4,1016.7,57.5,22.4,5.0038
2018-04-01,76.9,53.5,65.4,49.2,59.1,10.3,179.9,1017.9,39.1,18.0,0.0
2018-04-02,80.5,58.9,67.4,53.0,63.2,16.1,170.4,1019.0,63.2,24.0,0.5
2018-04-03,78.7,55.3,64.9,55.5,74.4,10.3,81.6,1018.2,60.1,23.6,5.9944
2018-04-04,75.1,57.1,61.5,56.7,85.2,15.0,235.9,1016.9,80.0,18.2,0.0
2018-04-05,73.3,57.1,63.6,54.8,75.8,13.9,102.5,1014.0,67.1,18.4,7.010400000000001
2018-04-06,76.9,57.1,65.2,55.3,73.2,13.9,159.7,1015.4,62.1,19.6,0.3048
2018-04-07,75.1,58.9,65.4,57.6,77.6,12.8,211.8,1018.4,62.8,21.1,6.1
2018-04-08,78.7,55.3,65.3,55.1,72.6,9.2,252.0,1019.0,45.9,22.2,0.0
2018-04-09,75.1,58.2,65.8,56.7,74.4,11.4,245.2,1018.3,62.0,19.9,5.0038
2018-04-10,73.3,58.9,64.9,56.1,74.5,13.9,206.2,1016.8,60.1,18.5,0.0
2018-04-11,76.9,57.1,65.6,55.6,71.7,16.1,230.8,1014.8,64.9,19.9,0.0
2018-04-12,75.1,53.5,65.0,54.4,71.5,16.1,310.3,1014.2,56.4,18.1,0.3
2018-04-13,80.7,53.5,67.4,47.8,56.0,15.0,307.6,1013.4,31.8,23.7,0.0
2018-04-14,80.5,55.3,67.1,46.5,50.9,13.9,213.4,1014.0,35.0,24.4,0.0
2018-04-15,80.5,55.3,68.2,48.6,52.5,12.8,193.5,1015.7,39.0,23.2,0.0
2018-04-16,78.7,58.9,69.3,55.3,63.2,13.9,199.3,1016.8,52.8,23.1,0.0
2018-04-17,78.7,58.9,67.9,58.8,74.7,12.8,340.8,1016.8,64.3,19.4,9.4
2018-04-18,80.5,57.1,67.9,57.3,71.6,11.4,277.0,1014.5,49.6,21.2,3.3
2018-04-19,78.7,62.5,69.2,59.5,73.4,12.8,240.2,1012.4,63.2,22.2,0.0
2018-04-20,82.3,60.7,70.7,56.1,64.7,13.9,296.3,1013.1,42.4,24.0,1.5
2018-04-21,84.1,57.1,70.9,50.8,54.6,15.0,312.2,1013.5,31.8,26.7,0.0
2018-04-22,84.1,57.1,71.4,47.0,46.7,12.8,263.4,1014.3,24.0,27.6,0.0
2018-04-23,82.3,55.3,69.5,46.5,46.5,16.1,194.7,1014.9,24.0,27.4,0.0
2018-04-24,82.3,55.3,68.7,47.1,49.2,11.4,188.8,1015.3,32.3,25.0,0.0
2018-04-25,78.7,58.9,68.9,52.4,57.4,15.0,197.6,1014.1,56.5,23.9,0.0
2018-04-26,76.9,58.9,65.5,56.4,73.5,15.0,149.0,1015.0,67.5,20.9,0.5
2018-04-27,76.9,57.1,64.9,55.9,75.5,8.1,127.3,1017.6,56.0,17.7,8.9
2018-04-28,73.3,58.9,63.9,59.1,85.6,9.2,100.2,1016.8,76.9,19.1,26.9
2018-04-29,71.5,60.7,65.4,59.8,83.5,6.9,62.8,1013.7,88.0,16.5,5.1
2018-04-30,69.7,60.7,64.5,58.8,82.5,12.8,86.1,1012.8,83.3,9.4,0.3
2018-05-01,78.7,57.1,66.7,58.8,78.0,13.9,154.1,1015.0,60.8,21.1,8.4
2018-05-02,76.9,62.5,68.8,61.4,78.9,10.3,231.9,1015.7,77.5,21.0,4.6
2018-05-03,69.7,60.7,64.5,59.8,85.0,8.1,200.2,1017.8,82.1,14.7,2.8
2018-05-04,75.1,58.9,66.3,58.7,78.0,15.0,213.9,1015.6,71.2,20.7,0.0
2018-05-05,78.7,62.5,68.8,60.3,75.7,9.2,240.1,1014.2,74.2,19.1,0.5
2018-05-06,78.7,62.5,69.7,61.4,76.5,10.3,309.7,1014.4,61.2,20.3,0.0
2018-05-07,84.1,60.7,72.2,59.7,68.8,15.0,309.6,1012.6,36.0,24.3,0.0
2018-05-08,85.9,59.6,73.3,54.4,57.1,17.2,317.1,1012.0,29.7,25.9,0.5
2018-05-09,84.1,60.7,71.7,52.0,53.0,13.9,314.6,1014.3,38.1,25.4,0.0
2018-05-10,80.5,60.2,69.3,52.2,57.1,15.0,147.7,1015.4,45.1,24.9,0.0
2018-05-11,80.5,57.1,69.2,56.0,65.1,12.8,211.2,1014.2,32.7,25.9,0.0
2018-05-12,78.7,60.7,71.0,61.4,73.1,9.2,230.9,1015.4,51.2,22.7,0.0
2018-05-13,76.9,66.1,70.3,63.6,80.1,9.2,177.6,1014.7,72.8,13.1,4.8
2018-05-14,67.9,60.7,64.6,60.2,85.9,9.2,109.3,1015.8,79.5,17.7,17.0
2018-05-15,76.9,57.1,66.5,57.9,76.7,9.2,215.7,1013.5,69.6,22.4,0.0
2018-05-16,76.9,58.9,68.4,61.2,79.0,10.3,223.0,1011.8,68.9,21.0,0.0
2018-05-17,75.1,62.5,68.1,62.4,82.9,6.9,183.5,1013.5,73.2,9.8,10.4
2018-05-18,78.7,64.3,69.9,62.6,78.4,9.2,303.3,1012.3,60.1,19.0,0.0
2018-05-19,78.7,66.1,70.3,64.1,81.6,8.1,133.1,1012.9,83.3,19.1,10.7
2018-05-20,80.5,64.3,72.3,64.6,77.9,10.3,224.1,1013.0,74.3,18.0,0.0
2018-05-21,84.1,67.9,74.0,65.6,76.1,12.8,200.4,1013.6,70.1,18.8,7.1
2018-05-22,80.5,67.9,74.3,67.6,80.3,10.3,248.6,1013.8,75.3,9.9,0.8
2018-05-23,82.3,71.5,75.6,68.0,77.9,11.4,230.3,1013.2,81.7,15.5,0.0
2018-05-24,84.1,67.9,74.2,66.3,78.3,10.3,225.0,1011.5,59.1,13.2,16.5
2018-05-25,85.9,67.9,76.5,64.5,69.1,13.9,275.6,1011.0,51.1,21.9,0.0
2018-05-26,85.9,67.9,76.4,65.1,69.8,11.4,254.4,1011.2,55.4,23.6,0.5
2018-05-27,87.7,67.9,76.4,63.8,67.0,15.0,269.7,1012.0,53.8,24.4,0.0
2018-05-28,84.1,60.7,69.5,57.6,67.1,15.0,83.0,1010.6,51.8,23.5,1.5
2018-05-29,80.5,62.5,70.4,60.0,70.8,9.2,169.9,1010.3,73.3,22.7,0.0
2018-05-30,76.9,62.5,69.0,64.0,85.3,9.2,86.6,1011.0,72.2,20.5,65.8
2018-05-31,92.9,64.3,70.8,64.4,82.3,13.9,86.8,1012.7,58.1,23.2,4.1
2018-06-01,80.5,64.3,70.7,64.0,80.9,9.2,183.4,1014.4,79.4,19.9,3.0
2018-06-02,78.7,66.1,70.3,64.9,83.9,12.8,166.1,1014.3,76.4,17.6,0.1016
2018-06-03,82.3,64.3,71.7,64.1,78.1,9.2,161.3,1011.8,64.8,21.9,1.0
2018-06-04,84.1,66.1,73.1,67.1,82.6,20.8,68.4,1012.0,78.5,21.0,37.6
2018-06-05,85.9,66.1,74.4,66.5,78.5,13.9,206.2,1014.5,67.5,24.1,5.1
2018-06-06,85.9,67.9,75.3,67.5,78.5,13.9,209.4,1014.5,71.1,22.7,5.9944
2018-06-07,84.1,67.9,74.4,69.2,85.1,9.2,101.8,1011.0,83.8,17.4,69.9
2018-06-08,80.5,68.1,73.5,68.4,84.7,9.2,99.8,1008.7,71.3,13.5,17.5
2018-06-09,84.1,69.7,75.9,68.6,79.4,9.2,192.3,1006.2,75.3,18.9,0.0
2018-06-10,84.1,67.9,76.4,68.6,78.6,10.3,240.6,1005.5,60.1,18.4,1.8
2018-06-11,85.9,67.9,76.4,68.9,78.9,16.1,230.1,1003.0,56.5,19.3,0.0
2018-06-12,84.1,66.1,75.3,68.6,80.7,11.4,282.1,1001.8,78.9,13.8,14.5
2018-06-13,93.3,69.7,77.1,68.9,77.0,11.4,256.1,1001.3,68.2,17.4,0.0
2018-06-14,82.3,67.9,74.8,66.8,77.1,9.2,230.3,1002.9,86.4,10.6,0.0
2018-06-15,78.7,67.9,71.7,67.7,87.9,5.8,85.1,1006.3,88.5,15.1,7.9
2018-06-16,75.1,67.9,71.1,68.3,91.1,8.1,113.0,1007.9,88.0,13.5,4.8
2018-06-17,78.7,67.9,71.8,67.8,88.1,11.4,60.9,1007.8,81.7,9.8,11.4
2018-06-18,84.1,67.9,75.4,67.4,78.1,9.2,276.1,1007.6,51.3,22.7,15.0
2018-06-19,85.9,67.9,77.4,65.4,69.0,12.8,293.5,1008.7,36.5,25.0,0.0
2018-06-20,85.9,67.9,76.3,66.4,72.9,12.8,275.6,1010.6,51.7,22.9,0.0
2018-06-21,84.1,69.7,76.0,67.9,77.7,10.3,234.2,1010.8,61.7,22.4,2.0
2018-06-22,85.9,67.9,76.1,69.1,79.7,10.3,257.3,1010.1,61.6,22.4,18.7198
2018-06-23,84.1,69.7,75.0,70.3,86.0,8.1,244.7,1009.5,83.3,15.6,1.8
2018-06-24,82.3,69.7,75.6,69.6,82.5,8.1,153.8,1008.0,65.8,12.7,2.8
2018-06-25,82.3,69.7,75.5,69.8,83.2,9.2,266.5,1006.2,88.0,9.0,5.6
2018-06-26,84.1,66.1,73.5,69.1,87.2,11.4,185.8,1007.5,86.4,10.4,23.1
2018-06-27,84.1,69.7,75.9,70.2,83.5,12.8,216.7,1009.7,86.4,10.9,2.5
2018-06-28,82.3,69.7,75.6,68.7,79.7,13.9,185.3,1011.8,70.6,9.7,0.0
2018-06-29,78.7,69.7,74.4,68.4,82.0,8.1,217.6,1011.3,88.0,13.1,0.0
2018-06-30,78.7,67.9,73.2,68.9,86.9,10.3,292.2,1010.3,88.0,12.5,3.8
2018-07-01,75.1,69.7,72.4,69.9,91.9,5.8,218.1,1009.0,88.5,7.8,4.8
2018-07-02,75.1,67.9,70.2,69.2,96.8,5.8,119.0,1007.5,94.0,1.4,0.0
2018-07-03,80.5,67.9,72.2,69.0,90.6,6.9,271.0,1005.3,81.6,9.8,2.9972
2018-07-04,80.5,67.9,74.4,69.8,86.3,12.8,263.6,1005.5,78.0,13.5,3.9878
2018-07-05,82.3,69.9,73.9,68.7,84.3,6.9,165.2,1006.8,87.6,14.2,25.6032
2018-07-06,84.1,69.7,76.7,70.5,81.9,11.4,205.6,1007.5,73.6,16.6,5.4102
2018-07-07,85.9,71.1,77.5,70.5,79.8,12.8,211.5,1007.6,65.3,11.8,0.0
2018-07-08,78.7,71.5,74.4,70.8,89.2,10.3,217.4,1008.2,88.5,9.4,0.0
2018-07-09,80.5,69.7,74.0,70.6,89.8,6.9,211.2,1008.7,91.0,10.1,18.8
2018-07-10,78.7,69.7,73.4,70.5,91.1,8.1,210.4,1009.1,92.0,8.4,16.6878
2018-07-11,82.3,68.4,73.1,70.7,92.8,12.8,134.2,1007.7,91.5,11.2,16.9926
2018-07-12,80.5,67.9,73.2,70.0,90.4,9.2,184.4,1007.7,92.5,14.9,2.3114
2018-07-13,84.1,69.7,75.6,70.0,83.6,10.3,211.8,1007.7,81.7,13.4,0.4064
2018-07-14,84.1,68.8,74.0,70.0,88.2,9.2,132.9,1007.3,85.3,16.6,0.0
2018-07-15,84.1,69.7,75.3,70.1,84.8,12.8,207.0,1007.6,80.1,11.3,2.0066
2018-07-16,84.1,69.7,75.3,70.5,86.3,6.9,211.1,1007.7,84.2,13.1,13.9954
2018-07-17,82.3,73.3,76.5,71.8,85.8,13.9,223.1,1007.8,88.0,14.7,10.0076
2018-07-18,84.1,71.5,75.3,71.1,87.6,10.3,199.9,1008.8,86.4,9.8,13.0048
2018-07-19,87.7,71.5,76.6,70.6,83.2,11.4,98.2,1008.7,78.5,18.7,2.2097999999999995
2018-07-20,87.7,71.5,76.8,71.1,83.8,8.1,79.1,1008.0,81.7,19.8,5.1054
2018-07-21,80.5,69.7,74.7,70.5,87.3,11.4,256.2,1008.6,88.5,10.2,11.5062
2018-07-22,84.1,68.6,75.1,70.8,87.7,10.3,234.2,1007.6,86.9,10.6,2.8956
2018-07-23,84.1,69.7,75.5,70.0,84.9,11.4,206.6,1007.5,88.5,11.8,2.1082
2018-07-24,84.1,69.7,74.4,70.8,89.5,15.0,198.5,1008.3,88.0,14.1,9.6012
2018-07-25,82.3,69.7,73.6,70.5,90.4,10.3,186.3,1008.5,88.2,9.1,24.3078
2018-07-26,80.5,69.0,74.0,70.2,88.6,11.4,196.8,1008.5,86.3,10.7,8.001
2018-07-27,82.3,69.7,73.7,70.5,90.2,12.8,190.4,1008.0,88.2,10.4,5.4102
2018-07-28,82.3,69.7,73.8,70.5,89.7,9.2,234.6,1008.4,84.8,13.2,0.2032
2018-07-29,82.3,69.7,73.6,70.4,90.2,11.4,219.6,1007.2,88.5,9.4,0.0
2018-07-30,78.7,69.7,73.1,69.9,89.8,9.2,159.0,1007.1,84.8,6.7,81.00059999999999
2018-07-31,80.5,69.7,72.9,69.8,90.4,9.2,169.7,1006.7,88.0,8.1,13.9954
2018-08-01,78.7,68.1,71.8,69.9,94.0,8.1,174.6,1006.5,92.0,10.0,1.0
2018-08-02,80.5,69.7,72.7,69.9,91.5,11.4,166.0,1008.4,88.5,15.2,2.0066
2018-08-03,76.9,69.0,72.0,70.4,94.9,6.9,205.0,1008.5,88.5,11.8,5.1
2018-08-04,76.9,69.7,72.0,70.5,95.2,8.1,254.6,1008.8,88.0,11.5,7.9
2018-08-05,78.7,69.7,73.2,70.6,92.1,12.8,192.2,1009.5,88.0,6.5,27.2
2018-08-06,80.5,67.9,71.7,69.6,93.7,12.8,58.0,1009.2,92.0,12.5,50.3
2018-08-07,84.1,67.9,74.1,70.1,88.4,19.7,257.2,1009.3,86.4,14.9,10.4902
2018-08-08,84.1,69.7,75.3,70.0,84.6,26.4,205.9,1010.5,80.1,18.0,7.010400000000001
2018-08-09,84.1,69.7,75.9,68.7,79.3,12.8,212.4,1012.1,76.9,10.4,10.4
2018-08-10,80.5,71.5,74.4,70.3,87.6,10.3,218.4,1010.8,88.0,12.0,8.9
2018-08-11,80.5,67.9,73.1,69.3,88.6,9.2,243.1,1008.3,90.0,10.0,0.0
2018-08-12,78.7,69.7,72.6,70.5,93.7,6.9,169.7,1006.4,91.0,9.9,21.0058
2018-08-13,80.5,69.0,72.7,69.9,91.3,10.3,188.2,1007.4,88.4,6.4,52.8
2018-08-14,82.3,69.7,75.1,70.3,86.0,9.2,254.8,1007.9,86.4,16.4,0.5
2018-08-15,84.1,67.6,74.3,69.9,87.5,13.4,218.7,1011.1,85.2,14.9,40.6
2018-08-16,84.1,69.7,75.1,71.0,87.9,12.8,204.6,1011.1,74.0,16.9,0.6096
2018-08-17,85.9,71.5,75.8,70.7,85.1,10.3,209.6,1009.7,88.0,16.0,5.0038
2018-08-18,84.1,69.7,76.2,70.8,84.4,10.3,233.3,1008.8,82.2,16.6,0.0
2018-08-19,84.1,69.7,75.5,70.1,84.4,8.1,112.3,1009.0,83.3,17.8,1.9812
2018-08-20,85.9,69.7,75.1,69.3,83.2,11.4,193.8,1011.0,80.1,16.7,8.509
2018-08-21,84.3,69.7,75.6,71.3,87.5,12.8,205.4,1010.0,87.9,15.4,0.0
2018-08-22,82.5,69.9,74.6,70.8,88.9,10.3,156.5,1009.7,89.6,11.5,15.798799999999998
2018-08-23,84.1,69.7,74.7,70.9,88.9,10.3,274.0,1009.8,84.8,10.9,13.8176
2018-08-24,82.3,69.7,73.3,70.2,90.7,11.4,187.6,1009.3,88.0,8.9,41.80839999999999
2018-08-25,76.9,69.7,72.1,70.1,93.8,6.9,184.1,1009.0,89.0,10.0,2.3876
2018-08-26,82.3,69.7,74.5,69.7,85.9,9.2,204.3,1008.3,88.0,11.2,0.889
2018-08-27,82.3,69.0,74.0,70.5,89.9,9.2,206.6,1010.0,86.3,10.7,33.0962
2018-08-28,78.7,69.7,72.6,70.8,94.7,9.2,202.3,1012.1,90.5,6.6,5.4102
2018-08-29,84.1,69.7,73.6,70.5,90.0,10.3,174.5,1012.2,88.0,14.7,1.2954
2018-08-30,78.7,68.1,72.2,69.6,92.1,6.9,192.4,1009.2,91.5,8.1,0.1016
2018-08-31,82.3,69.7,73.2,70.3,91.3,9.2,169.2,1011.2,86.4,6.8,0.2032
2018-09-01,84.1,67.9,74.8,69.9,85.8,15.0,215.6,1012.1,74.3,15.9,55.1942
2018-09-02,80.5,67.9,72.4,69.5,91.1,11.4,208.0,1012.1,91.0,11.1,0.0
2018-09-03,80.5,69.7,73.9,69.1,85.6,10.3,203.1,1011.5,88.0,12.3,32.9946
2018-09-04,84.1,69.7,75.9,68.9,80.0,11.4,197.0,1011.8,68.0,14.2,10.9982
2018-09-05,84.1,69.7,76.0,70.4,83.7,12.8,333.7,1010.9,72.2,15.6,0.0
2018-09-06,84.1,69.7,73.8,70.2,89.5,10.3,209.3,1011.5,73.3,15.7,0.0
2018-09-07,84.1,67.6,75.3,69.6,83.7,12.8,194.5,1013.4,63.2,16.0,0.889
2018-09-08,84.1,67.9,75.0,68.5,81.4,10.3,225.3,1014.5,77.2,16.7,8.001
2018-09-09,82.3,69.7,75.3,69.8,84.0,11.4,243.5,1014.8,75.3,17.5,0.0
2018-09-10,80.5,69.7,72.3,69.5,91.3,6.9,252.3,1015.9,89.0,14.5,0.0
2018-09-11,75.1,66.1,69.9,66.6,89.9,9.2,268.8,1015.4,88.0,12.4,0.0
2018-09-12,80.5,67.9,71.8,68.1,88.7,9.2,220.2,1011.6,78.7,13.1,0.5
2018-09-13,80.5,67.6,72.5,67.4,85.1,10.3,199.7,1011.3,83.2,13.3,3.0
2018-09-14,80.5,67.9,72.2,67.4,85.8,12.8,172.9,1013.5,75.3,13.3,0.0
2018-09-15,82.3,67.9,73.4,66.0,79.4,165.8,210.6,1014.7,69.5,17.1,0.0
2018-09-16,80.5,67.9,73.0,66.6,81.6,10.3,171.0,1012.7,83.3,15.4,0.0
2018-09-17,84.1,67.9,74.5,67.2,79.6,12.8,278.1,1009.3,54.3,20.3,0.1016
2018-09-18,85.9,67.9,74.6,66.9,79.1,11.4,265.4,1009.9,36.0,20.6,0.0
2018-09-19,84.1,67.9,73.8,67.7,82.7,12.8,149.6,1014.0,66.4,20.0,10.9982
2018-09-20,78.2,62.9,71.7,66.0,82.8,9.2,172.3,1013.8,69.8,18.9,2.0066
2018-09-21,80.5,67.9,71.6,67.7,88.3,10.3,147.6,1018.5,83.3,11.0,1.1938
2018-09-22,76.9,66.1,71.2,67.1,87.7,9.2,191.5,1021.0,86.4,8.9,6.5024
2018-09-23,80.5,66.1,72.5,65.5,80.3,10.3,283.3,1020.0,53.3,18.9,0.0
2018-09-24,82.3,66.1,72.8,65.5,79.1,12.8,273.5,1017.0,56.4,17.3,0.2032
2018-09-25,82.3,66.1,73.2,66.6,81.0,9.2,283.3,1014.8,60.6,18.2,0.4064
2018-09-26,82.3,66.1,72.0,66.1,83.0,11.4,210.8,1013.6,63.2,15.2,0.0
2018-09-27,82.3,66.8,73.5,66.1,78.7,13.9,204.3,1015.9,76.6,16.6,0.0
2018-09-28,80.5,66.1,72.5,64.8,78.1,12.8,264.5,1016.9,50.7,14.7,0.0
2018-09-29,80.5,64.3,71.9,65.3,81.0,9.2,262.6,1016.7,39.4,17.4,0.0
2018-09-30,82.3,66.1,73.2,66.2,80.4,11.4,227.3,1015.7,59.6,15.2,0.0
2018-10-01,82.3,66.1,72.5,64.5,77.6,15.0,214.8,1016.2,61.2,16.4,16.9926
2018-10-02,78.7,62.5,69.7,62.7,79.6,10.3,234.2,1016.7,38.7,17.3,0.508
2018-10-03,76.9,60.7,69.0,61.9,79.5,11.4,231.1,1017.4,53.8,12.5,7.010400000000001
2018-10-04,76.9,62.5,68.2,60.3,76.8,13.9,206.0,1018.8,59.0,16.3,13.0048
2018-10-05,76.9,60.7,67.6,60.1,78.5,9.2,222.2,1019.3,47.5,15.2,0.0
2018-10-06,76.9,60.7,66.8,59.4,78.8,10.3,125.9,1018.7,40.7,16.9,0.0
2018-10-07,76.9,58.9,66.2,57.9,76.6,12.8,220.5,1018.1,41.7,16.6,12.4968
2018-10-08,75.1,57.1,65.2,55.2,72.0,9.2,272.4,1017.0,31.4,15.8,0.0
2018-10-09,76.9,57.1,65.7,56.9,76.1,8.1,199.6,1017.3,28.3,17.6,0.0
2018-10-10,76.9,56.7,66.3,59.6,80.7,11.4,216.5,1017.9,53.1,15.3,0.0
2018-10-11,78.7,60.7,68.2,59.6,75.2,10.3,224.9,1018.5,69.0,16.7,0.0
2018-10-12,75.1,60.7,66.7,59.6,79.0,13.9,219.8,1019.0,76.9,15.3,0.0
2018-10-13,76.9,58.9,66.8,57.4,74.4,13.9,278.5,1018.2,49.6,17.9,0.0
2018-10-14,76.9,58.9,66.3,57.0,74.0,10.3,244.5,1017.1,28.7,17.4,0.0
2018-10-15,76.9,55.3,64.8,56.4,76.4,12.8,219.6,1018.4,36.0,16.3,0.0
2018-10-16,75.1,57.1,65.1,57.3,77.9,13.9,222.0,1019.1,66.9,14.2,0.3048
2018-10-17,75.1,58.9,65.6,57.2,75.9,9.2,231.8,1017.7,55.3,14.6,0.0
2018-10-18,76.9,55.3,64.8,57.1,78.3,10.3,267.0,1017.3,30.2,19.0,0.0
2018-10-19,76.9,55.3,64.4,54.9,74.5,11.4,276.8,1018.8,30.1,19.5,0.0
2018-10-20,75.1,55.3,64.3,56.0,76.4,10.3,272.7,1020.4,28.1,19.6,0.0
2018-10-21,75.1,55.3,64.4,56.3,77.3,9.2,214.5,1020.7,38.6,18.7,0.0
2018-10-22,75.1,55.3,63.3,50.7,68.1,16.1,302.4,1019.3,32.9,18.8,0.0
2018-10-23,75.1,51.7,60.9,48.1,67.0,6.9,5.6,1019.2,46.0,17.8,0.1016
2018-10-24,71.5,49.9,60.3,48.9,68.8,11.4,189.1,1019.3,29.7,19.2,0.0
2018-10-25,73.3,48.1,59.7,49.9,73.2,10.3,289.5,1021.5,37.3,17.2,0.0
2018-10-26,75.1,49.9,60.5,47.7,67.6,12.8,300.4,1023.2,25.0,18.2,0.0
2018-10-27,75.1,48.1,60.6,46.5,65.2,10.3,273.4,1023.8,26.0,18.5,0.0
2018-10-28,75.1,48.1,60.8,47.7,66.2,10.3,181.7,1023.2,27.6,18.0,0.0
2018-10-29,75.1,49.9,61.7,50.4,69.6,10.3,177.2,1022.0,28.3,17.3,0.0
2018-10-30,76.9,51.7,63.0,51.1,69.0,10.3,329.5,1022.7,26.0,19.0,26.0096
2018-10-31,78.7,51.7,63.3,49.8,66.5,11.4,307.0,1023.0,25.0,18.9,3.9878
2018-11-01,76.9,49.9,62.4,50.9,69.4,10.3,270.4,1022.0,25.0,18.6,0.0
2018-11-02,75.1,51.7,61.6,50.1,69.4,11.4,320.3,1020.8,25.0,16.6,0.9906
2018-11-03,73.3,49.9,60.3,48.9,69.7,9.2,267.9,1020.6,37.0,17.1,0.0
2018-11-04,73.3,48.1,59.8,47.7,68.1,15.0,322.9,1019.5,26.1,16.8,0.0
2018-11-05,71.5,48.1,58.8,45.6,66.1,11.4,298.6,1018.6,25.0,17.8,0.0
2018-11-06,71.5,44.5,57.4,45.5,68.1,9.2,236.1,1018.0,25.0,17.6,0.0
2018-11-07,73.3,44.5,57.5,46.6,71.5,9.2,169.8,1020.5,25.0,17.5,0.0
2018-11-08,73.3,46.3,58.1,48.8,75.1,9.2,212.9,1020.5,26.0,17.0,0.0
2018-11-09,69.7,48.1,58.2,50.4,77.7,12.8,216.8,1018.7,26.0,13.6,0.0
2018-11-10,71.5,49.9,58.4,49.3,75.1,10.3,243.3,1019.9,25.0,10.7,0.0
2018-11-11,69.7,48.1,57.3,48.6,75.4,11.4,271.2,1020.7,28.1,12.5,0.0
2018-11-12,71.5,48.1,57.9,49.0,75.4,10.3,217.8,1018.4,31.2,12.0,0.0
2018-11-13,69.7,49.9,58.5,50.5,77.2,8.1,235.9,1016.7,38.6,9.3,0.0
2018-11-14,69.7,48.1,58.0,48.9,75.0,11.4,288.6,1017.3,30.2,14.9,0.0
2018-11-15,71.5,46.3,57.9,46.2,69.3,13.9,322.7,1018.4,25.0,15.5,0.0
2018-11-16,69.7,46.3,56.6,46.0,70.1,6.9,266.2,1016.7,24.8,14.8,0.0
2018-11-17,67.9,44.5,55.4,46.2,74.0,10.3,253.5,1015.7,24.5,15.3,0.0
2018-11-18,67.9,44.5,55.1,47.7,79.1,9.2,203.4,1018.9,32.4,12.4,0.0
2018-11-19,66.1,46.3,54.9,48.5,80.7,8.1,196.4,1021.4,25.0,12.1,0.0
2018-11-20,67.9,44.5,54.6,48.6,82.2,9.2,214.7,1020.1,32.5,12.3,0.0
2018-11-21,66.1,48.1,55.9,49.8,82.0,8.1,182.0,1021.1,52.3,13.7,0.0
2018-11-22,71.5,49.9,57.6,49.3,76.4,10.3,199.8,1022.0,48.6,13.0,0.0
2018-11-23,71.5,44.5,56.7,47.4,75.2,11.4,238.9,1021.7,25.0,11.7,0.0
2018-11-24,80.7,44.5,56.5,48.7,77.3,6.9,158.8,1020.9,25.3,13.9,0.0
2018-11-25,73.3,44.5,57.0,48.1,75.9,8.1,140.4,1021.9,25.0,15.3,0.0
2018-11-26,71.5,44.5,56.5,47.4,75.6,9.2,141.1,1021.0,25.0,13.2,0.0
2018-11-27,69.7,46.3,56.7,49.0,78.1,6.9,259.8,1023.6,25.0,15.4,0.0
2018-11-28,80.7,46.3,57.4,49.1,77.0,9.2,253.5,1023.3,59.8,14.1,0.0
2018-11-29,71.5,49.9,57.9,49.8,77.4,9.2,240.1,1022.8,45.5,13.1,0.0
2018-11-30,69.9,49.9,56.8,50.1,80.2,11.4,253.9,1021.9,62.6,7.3,0.0
2018-12-01,73.7,46.3,55.2,48.8,80.5,6.9,211.0,1019.4,56.1,9.7,0.0
2018-12-02,67.9,48.1,55.1,46.5,75.4,9.2,213.6,1018.5,58.2,7.7,0.0
2018-12-03,66.1,46.3,53.8,46.3,78.1,10.3,227.2,1019.4,44.0,8.9,0.0
2018-12-04,64.3,44.5,53.1,45.4,77.8,9.2,240.4,1021.3,31.5,10.7,0.0
2018-12-05,64.3,44.5,53.0,45.6,78.2,8.1,167.6,1018.7,66.4,11.3,0.0
2018-12-06,66.1,42.7,52.7,44.9,77.9,10.3,191.5,1017.4,40.5,11.3,0.0
2018-12-07,66.1,42.7,52.3,45.0,78.4,10.3,198.2,1016.8,34.8,11.9,0.0
2018-12-08,64.3,42.7,51.6,43.2,76.3,8.1,245.8,1019.8,40.2,13.0,0.0
2018-12-09,66.1,40.9,51.8,42.9,74.8,6.9,196.0,1018.9,31.6,13.3,0.0
2018-12-10,64.3,40.9,51.6,41.9,72.7,8.1,161.2,1019.5,25.0,13.1,0.0
2018-12-11,66.1,40.9,51.1,41.4,73.0,10.3,174.4,1019.7,25.0,13.1,0.0
2018-12-12,66.3,39.1,51.8,40.3,68.8,9.2,186.0,1021.1,56.6,12.9,0.0
2018-12-13,68.6,40.9,52.1,41.9,70.4,8.1,154.6,1021.5,40.8,13.2,0.0
2018-12-14,80.3,42.0,52.9,42.9,70.4,3.8,12.3,1020.3,18.9,13.6,0.0
2018-12-15,67.9,39.1,52.0,38.4,64.0,8.1,137.1,1023.3,21.6,15.3,0.0
2018-12-16,66.1,39.1,50.5,38.4,68.0,5.8,108.6,1025.4,25.0,15.3,0.0
2018-12-17,60.7,37.3,49.2,38.3,69.1,6.9,77.0,1024.1,69.6,12.9,0.0
2018-12-18,58.9,46.3,51.6,41.1,68.4,10.3,255.8,1020.5,80.6,5.5,0.0
