datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation
2015-01-01,60.7,39.1,50.0,41.7,74.7,5.8,166.0,1020.4,79.1,8.3,0.8
2015-01-02,71.0,49.9,54.9,48.4,80.1,9.2,26.0,1022.2,93.3,3.3,0.0
2015-01-03,67.7,48.1,54.8,50.5,86.3,15.7,304.8,1021.0,90.3,5.0,0.5
2015-01-04,69.9,48.1,54.5,49.6,85.5,9.2,252.4,1018.1,67.1,10.3,0.5
2015-01-05,64.3,42.7,51.3,45.7,83.2,10.3,213.3,1013.9,41.6,12.0,0.0
2015-01-06,62.5,46.3,52.2,45.0,78.0,10.3,243.1,1016.4,62.5,8.5,0.0
2015-01-07,60.7,43.4,50.3,43.1,77.8,10.3,233.9,1017.1,65.7,8.9,0.0
2015-01-08,71.7,39.1,49.3,41.5,76.4,6.9,203.0,1018.9,50.1,9.7,0.0
2015-01-09,64.3,39.1,48.4,38.7,72.8,9.2,58.0,1020.3,24.0,14.8,0.0
2015-01-10,67.9,35.5,47.9,35.7,68.2,8.1,280.9,1018.8,22.9,16.2,0.0
2015-01-11,66.1,37.3,49.3,36.3,64.8,6.9,180.1,1019.3,52.2,15.9,0.0
2015-01-12,66.1,37.3,49.1,38.4,71.1,8.1,216.1,1020.7,31.3,16.2,0.0
2015-01-13,66.1,37.3,49.7,39.6,72.0,9.2,263.4,1020.3,27.0,16.5,0.0
2015-01-14,66.1,37.3,49.4,38.3,70.5,8.1,155.0,1021.1,25.0,16.0,0.0
2015-01-15,75.8,37.3,50.0,39.2,70.3,9.2,240.6,1021.1,23.0,14.4,0.0
2015-01-16,62.5,37.3,49.3,40.0,73.3,6.9,172.3,1021.1,27.1,13.1,0.0
2015-01-17,62.5,40.9,50.0,41.2,74.8,9.2,236.9,1020.0,29.2,14.7,0.0
2015-01-18,62.5,37.3,49.3,38.8,70.9,9.2,264.0,1019.8,25.2,16.7,0.0
2015-01-19,66.1,37.3,49.4,37.5,69.2,8.1,203.8,1019.9,25.1,16.7,0.0
2015-01-20,66.1,37.3,49.2,36.8,66.8,8.1,201.1,1022.5,33.3,15.7,0.0
2015-01-21,74.9,37.3,50.8,38.5,66.9,6.9,173.6,1024.5,25.1,16.6,0.0
2015-01-22,66.1,39.1,51.6,39.8,67.3,8.1,225.1,1022.8,69.7,16.1,0.0
2015-01-23,64.3,46.3,54.0,43.3,69.2,8.1,228.5,1020.0,71.8,15.9,0.0
2015-01-24,64.3,37.3,51.0,40.5,71.4,10.3,289.5,1020.1,44.7,16.8,0.0
2015-01-25,66.1,37.3,51.2,39.4,67.9,9.2,272.9,1021.2,61.3,16.3,0.0
2015-01-26,60.7,46.3,52.0,44.4,76.4,8.1,337.7,1021.9,88.9,8.3,0.0
2015-01-27,66.3,44.5,52.4,42.1,71.7,10.3,283.7,1020.2,55.0,10.5,0.0
2015-01-28,67.9,35.5,50.0,37.3,67.4,9.2,282.7,1017.7,25.4,17.8,0.0
2015-01-29,64.3,39.1,49.4,36.7,67.0,9.2,209.0,1018.8,51.8,15.4,0.0
2015-01-30,58.9,37.3,46.7,38.2,73.7,11.4,220.9,1018.0,31.1,14.1,0.0
2015-01-31,62.5,35.5,46.9,36.4,70.9,16.1,199.3,1018.6,28.0,15.2,0.0
2015-02-01,60.7,37.3,47.7,38.8,73.9,10.3,212.3,1020.7,29.2,13.9,0.0
2015-02-02,66.1,37.3,50.0,39.0,69.4,9.2,184.0,1023.5,27.1,17.0,0.0
2015-02-03,69.7,39.1,53.2,40.4,67.2,17.2,286.9,1025.8,38.1,17.0,0.0
2015-02-04,75.5,42.7,54.9,41.4,65.4,11.4,255.0,1021.9,30.6,18.6,1.0
2015-02-05,67.9,39.1,51.7,43.0,74.7,11.4,205.2,1020.3,27.4,17.2,0.0
2015-02-06,69.5,42.3,52.6,45.4,78.7,9.2,251.8,1019.5,52.0,13.5,0.0
2015-02-07,66.1,40.9,52.6,42.1,71.9,10.3,283.5,1019.3,41.5,17.7,0.0
2015-02-08,64.3,40.9,52.2,41.6,70.0,11.4,302.6,1020.3,65.9,13.6,0.0
2015-02-09,67.9,42.7,54.1,42.1,67.1,9.2,248.0,1021.1,30.2,17.6,0.0
2015-02-10,67.9,40.9,54.1,42.3,68.1,11.4,275.0,1020.8,24.8,19.0,0.0
2015-02-11,66.1,40.9,53.1,42.6,70.5,9.2,195.7,1019.4,48.3,17.1,0.0
2015-02-12,66.1,42.7,53.5,43.0,71.6,11.4,208.3,1017.3,57.0,14.0,0.0
2015-02-13,64.3,46.3,53.7,45.3,75.7,15.0,205.5,1015.1,55.4,13.0,0.0
2015-02-14,62.5,42.7,52.6,44.6,75.6,12.8,200.0,1015.0,51.7,11.5,0.0
2015-02-15,62.5,48.1,54.0,45.4,74.2,8.1,180.5,1017.0,76.9,9.3,0.0
2015-02-16,66.1,48.1,55.0,45.2,71.2,9.2,169.2,1020.2,53.3,16.0,0.0
2015-02-17,67.9,46.3,55.9,45.6,71.2,11.4,209.8,1018.1,42.8,13.5,0.0
2015-02-18,67.9,46.3,55.5,45.6,71.6,15.0,132.8,1017.1,61.1,12.0,0.0
2015-02-19,79.1,44.5,55.3,45.5,72.0,8.1,251.1,1018.6,39.6,15.2,10.9
2015-02-20,67.9,44.5,55.9,47.8,76.8,10.3,240.8,1018.8,27.9,15.3,0.0
2015-02-21,67.9,48.1,57.0,49.7,78.6,8.1,210.0,1017.0,47.0,14.6,0.0
2015-02-22,71.5,46.3,58.2,50.4,77.9,9.2,202.9,1018.3,27.1,18.5,0.0
2015-02-23,71.5,55.3,61.9,53.7,76.7,20.1,221.0,1018.8,46.2,15.9,0.1016
2015-02-24,69.7,55.3,62.4,54.6,76.9,8.1,234.5,1018.2,51.7,15.4,0.0
2015-02-25,69.7,51.7,60.6,54.7,82.2,10.3,271.1,1016.5,63.7,15.0,0.0
2015-02-26,58.9,49.9,53.9,50.9,89.7,15.0,78.6,1016.7,82.1,8.6,0.4064
2015-02-27,71.5,44.9,57.9,45.8,68.9,17.2,277.1,1017.3,49.3,20.2,1.8
2015-02-28,71.5,44.5,57.0,42.9,64.0,9.2,102.0,1019.5,64.5,16.6,0.0
2015-03-01,72.8,51.7,54.4,48.7,82.0,13.4,80.2,1022.1,92.9,3.8,9.7
2015-03-02,63.2,48.6,52.5,49.2,88.7,13.9,81.2,1021.4,95.9,3.5,33.5
2015-03-03,64.3,48.1,54.9,49.6,83.6,8.1,255.9,1016.2,71.0,9.5,3.9878
2015-03-04,66.1,40.5,53.6,44.9,75.1,19.7,207.6,1014.2,53.1,18.0,0.0
2015-03-05,66.1,42.7,54.0,43.8,71.8,10.3,268.6,1017.3,28.1,20.1,0.0
2015-03-06,69.7,42.7,55.7,44.6,70.4,10.3,220.1,1018.7,26.0,20.9,0.0
2015-03-07,77.6,40.7,56.2,46.9,73.7,9.2,256.4,1017.3,26.6,20.4,0.0
2015-03-08,71.5,46.3,58.1,48.1,72.3,12.8,196.2,1020.4,39.7,22.1,0.0
2015-03-09,73.3,48.1,59.7,40.6,58.3,16.1,291.0,1022.8,25.0,23.0,0.0
2015-03-10,73.3,42.7,58.6,35.1,51.3,15.0,277.0,1021.2,25.0,24.2,0.0
2015-03-11,76.9,44.5,59.7,42.4,58.2,10.3,227.0,1020.7,28.1,23.9,0.0
2015-03-12,75.1,46.3,61.3,48.7,67.4,9.2,237.6,1020.6,40.9,23.4,0.0
2015-03-13,76.9,49.9,63.0,49.0,64.5,11.4,252.5,1018.9,54.3,20.3,0.0
2015-03-14,75.1,55.3,63.6,48.8,61.4,11.4,275.4,1020.2,63.2,20.0,0.0
2015-03-15,69.7,51.7,59.9,48.4,68.2,11.4,350.9,1021.9,71.1,7.6,0.0
2015-03-16,73.3,53.5,61.2,50.2,70.1,10.3,241.1,1022.5,75.3,17.8,2.3
2015-03-17,73.3,48.1,60.9,46.1,62.8,12.8,290.8,1018.1,25.0,23.3,0.0
2015-03-18,71.5,49.9,59.1,46.4,65.4,22.4,187.8,1015.7,61.7,17.5,0.0
2015-03-19,71.5,46.3,58.8,43.7,60.0,9.2,259.7,1017.9,27.7,21.9,0.0
2015-03-20,75.1,48.1,61.0,47.7,64.6,15.0,187.5,1019.8,32.3,22.3,0.0
2015-03-21,73.3,51.7,63.2,52.5,70.2,11.4,205.9,1020.1,33.3,21.9,0.0
2015-03-22,76.9,51.7,64.9,52.9,67.9,22.4,198.4,1018.2,42.8,20.2,0.0
2015-03-23,91.7,55.3,65.8,57.0,76.0,6.9,76.5,1014.7,46.4,17.4,4.3
2015-03-24,94.7,53.3,66.2,57.6,76.2,22.4,190.2,1015.3,42.9,21.8,2.8
2015-03-25,80.5,57.1,67.5,57.8,73.7,12.8,198.8,1020.9,55.4,19.6,1.5
2015-03-26,76.9,57.1,64.2,58.2,82.3,12.8,201.9,1021.8,59.2,17.0,26.9
2015-03-27,71.5,58.9,62.7,58.3,85.9,10.3,134.9,1021.4,89.7,15.6,1.0
2015-03-28,76.9,53.5,65.9,56.1,73.2,11.4,223.0,1018.8,44.6,20.7,1.0
2015-03-29,89.7,58.9,66.9,58.8,77.5,11.4,244.0,1017.2,78.6,18.1,0.0
2015-03-30,78.5,52.8,59.5,55.6,87.3,8.1,71.2,1015.6,91.2,3.5,11.4
2015-03-31,73.5,50.6,61.6,52.2,72.8,10.3,269.7,1014.3,45.0,22.9,0.0
2015-04-01,75.1,51.7,63.7,52.1,69.1,8.1,255.0,1014.5,40.1,21.7,0.0
2015-04-02,75.1,55.3,65.5,52.6,65.2,12.8,268.6,1011.5,49.2,20.1,0.0
2015-04-03,76.9,55.3,64.4,53.0,69.7,11.4,286.5,1010.6,41.3,20.7,0.0
2015-04-04,78.7,51.7,61.0,51.1,74.2,17.2,306.6,1011.3,50.5,20.6,3.0
2015-04-05,75.1,49.9,61.7,48.8,66.9,15.0,213.0,1013.0,43.8,23.5,3.3
2015-04-06,84.8,49.9,63.9,50.2,63.9,15.0,199.0,1013.5,28.1,24.7,0.0
2015-04-07,73.3,53.5,63.9,50.7,64.6,10.3,217.8,1016.6,53.5,22.0,0.0
2015-04-08,91.7,51.7,65.9,47.3,55.7,12.8,258.6,1015.8,22.8,25.5,0.0
2015-04-09,90.8,51.0,65.3,47.9,56.4,10.3,226.7,1014.0,25.3,25.0,0.0
2015-04-10,78.7,53.5,65.9,48.6,56.7,13.9,200.1,1015.5,25.0,25.0,0.0
2015-04-11,93.8,53.5,68.1,49.0,54.7,15.0,202.5,1016.8,25.6,23.3,0.0
2015-04-12,76.9,53.5,64.1,51.1,65.4,10.3,186.9,1020.7,70.5,17.4,0.3
2015-04-13,71.7,57.1,59.9,56.3,88.1,4.7,89.9,1021.3,94.3,9.8,9.9
2015-04-14,75.1,55.3,63.6,55.8,78.0,4.7,174.7,1020.4,80.0,15.6,0.0
2015-04-15,87.9,57.1,64.3,57.0,78.8,9.2,227.2,1020.2,85.4,15.6,1.0
2015-04-16,75.1,55.3,63.8,55.1,75.4,11.4,174.6,1021.3,73.3,23.7,0.0
2015-04-17,71.5,55.3,61.2,55.4,82.2,11.4,128.1,1016.4,72.6,19.2,0.0
2015-04-18,71.5,55.3,64.1,56.1,77.1,10.3,217.5,1011.6,68.5,17.1,10.2
2015-04-19,78.7,55.3,67.2,58.7,76.1,11.4,222.0,1014.1,40.7,20.0,0.0
2015-04-20,78.7,62.5,70.1,62.0,76.3,15.0,211.4,1016.6,48.8,21.4,0.0
2015-04-21,82.3,62.5,70.5,59.8,71.6,13.9,315.1,1013.9,59.5,21.8,0.0
2015-04-22,78.7,57.1,66.6,56.1,71.2,19.7,243.6,1011.9,47.4,20.2,3.3
2015-04-23,90.8,53.5,68.3,52.6,61.4,15.0,217.0,1013.9,30.0,24.0,0.0
2015-04-24,76.9,57.1,65.2,54.0,68.1,11.4,137.8,1016.5,54.4,23.5,0.0
2015-04-25,67.9,56.6,60.4,53.2,77.8,13.9,122.9,1016.4,89.8,14.5,9.296399999999998
2015-04-26,73.3,55.5,61.7,54.9,80.0,13.9,180.3,1016.5,91.1,16.2,8.5852
2015-04-27,75.1,53.9,64.1,57.3,76.9,6.9,92.5,1017.6,51.5,17.8,4.3
2015-04-28,69.7,57.1,62.2,56.6,82.4,10.3,124.2,1016.1,73.7,17.4,3.0
2015-04-29,71.5,53.5,62.0,55.6,80.6,13.9,145.3,1015.1,66.9,16.3,0.0
2015-04-30,71.5,54.9,64.2,58.0,81.2,5.8,170.1,1015.8,70.5,21.3,8.6
2015-05-01,82.3,57.1,68.7,58.2,72.5,11.4,276.3,1014.8,36.0,21.6,0.9906
2015-05-02,80.5,57.6,69.2,57.5,68.8,15.0,269.8,1014.7,38.9,24.2,0.0
2015-05-03,82.3,55.3,69.0,52.5,58.5,11.4,256.4,1015.5,25.0,25.4,0.0
2015-05-04,82.3,55.3,70.2,50.4,53.4,13.9,260.1,1016.2,26.1,26.3,0.0
2015-05-05,84.1,57.1,70.4,51.2,54.2,8.1,264.2,1015.3,35.5,26.8,0.0
2015-05-06,84.1,58.9,71.8,53.1,55.0,9.2,282.4,1013.8,36.6,25.0,0.0
2015-05-07,82.3,62.5,71.1,60.8,71.4,13.9,161.2,1014.8,61.6,23.1,0.0
2015-05-08,78.7,62.5,70.8,62.4,75.8,13.9,202.5,1014.1,74.3,23.9,0.0
2015-05-09,78.7,64.3,70.2,64.3,82.0,8.1,184.3,1013.3,75.6,16.0,0.508
2015-05-10,80.5,62.5,70.8,63.6,79.7,16.1,199.7,1013.5,67.4,19.3,5.1
2015-05-11,84.1,58.4,71.7,62.5,75.0,15.0,175.4,1015.4,60.8,22.0,11.4
2015-05-12,82.3,60.7,70.5,60.4,73.0,8.1,257.9,1015.0,57.2,24.5,17.0
2015-05-13,95.1,64.3,73.4,63.2,72.1,12.8,212.1,1014.1,44.3,20.5,0.0
2015-05-14,92.9,64.3,76.2,61.6,63.9,12.8,293.9,1015.1,45.5,23.5,0.0
2015-05-15,82.3,67.9,75.0,60.3,62.6,10.3,300.3,1014.9,74.7,20.0,0.0
2015-05-16,82.3,64.3,70.1,60.1,71.7,9.2,169.1,1014.3,76.4,22.4,2.0
2015-05-17,80.5,62.5,71.7,60.0,69.0,11.4,165.8,1012.3,63.6,23.2,0.0
2015-05-18,93.5,63.2,72.8,62.9,72.7,9.2,229.6,1011.4,53.1,20.2,0.0
2015-05-19,92.9,64.3,73.9,64.2,73.5,13.9,212.1,1011.0,45.9,19.7,0.0
2015-05-20,84.1,69.7,75.8,66.0,73.0,13.9,229.3,1010.9,59.0,17.8,0.3
2015-05-21,86.1,63.2,75.5,61.8,65.3,12.8,292.9,1009.7,60.5,21.1,0.0
2015-05-22,87.7,62.5,75.1,59.2,60.6,11.4,297.8,1008.5,26.4,24.7,0.0
2015-05-23,89.5,60.9,72.0,55.9,61.6,20.8,345.3,1008.9,41.1,25.5,1.0
2015-05-24,87.7,57.1,72.6,57.2,62.9,15.0,305.4,1010.1,33.5,25.5,3.3
2015-05-25,87.7,62.3,75.2,59.5,61.5,13.9,287.0,1009.4,38.9,24.3,0.0
2015-05-26,84.1,62.5,73.6,60.5,65.6,9.2,274.3,1011.6,43.6,22.0,7.4
2015-05-27,85.9,60.7,73.3,60.1,66.3,11.4,275.2,1011.9,35.5,22.6,3.3
2015-05-28,84.1,61.8,74.3,62.4,68.0,9.2,273.3,1010.7,36.0,23.2,0.0
2015-05-29,84.1,67.9,75.6,65.0,70.8,15.0,215.8,1011.6,41.9,21.7,0.0
2015-05-30,82.3,69.7,75.9,66.2,72.9,11.4,222.9,1012.2,59.0,20.3,0.0
2015-05-31,87.7,67.9,77.6,63.4,64.9,15.0,299.7,1010.8,37.5,24.0,0.0
2015-06-01,87.7,66.1,77.7,57.1,54.3,16.1,290.9,1010.3,22.9,25.9,0.0
2015-06-02,91.3,64.3,76.5,56.6,53.8,13.9,294.0,1012.0,31.3,26.8,0.0
2015-06-03,89.5,66.1,77.8,59.7,56.9,13.9,275.2,1014.3,39.1,27.0,0.0
2015-06-04,84.1,69.7,73.5,64.9,75.3,9.2,253.1,1014.9,57.5,22.0,2.0
2015-06-05,87.7,66.1,77.4,62.6,63.6,12.8,277.1,1013.8,28.1,23.8,0.0
2015-06-06,91.3,66.1,78.7,60.9,57.8,13.9,259.8,1010.8,34.2,24.6,0.0
2015-06-07,89.5,66.1,78.7,59.4,54.1,13.9,210.2,1010.7,35.8,25.0,0.0
2015-06-08,98.7,66.1,79.8,60.8,55.0,13.9,274.9,1010.1,38.3,25.0,0.0
2015-06-09,91.3,69.7,80.9,61.2,54.6,13.9,283.3,1008.8,49.6,26.4,0.0
2015-06-10,85.9,69.7,75.9,67.2,76.0,15.0,220.4,1009.3,66.9,22.0,6.1
2015-06-11,84.1,69.0,75.7,67.6,76.8,11.4,271.0,1009.8,80.0,15.3,0.5
2015-06-12,89.3,66.1,75.8,67.7,77.0,11.4,269.6,1008.8,75.3,8.6,5.6
2015-06-13,82.3,64.3,73.3,64.8,76.2,11.4,246.6,1009.3,73.7,11.8,15.5
2015-06-14,82.3,67.9,74.0,63.2,70.5,11.4,238.8,1009.6,75.3,17.9,1.5
2015-06-15,82.3,67.9,74.7,63.2,68.9,11.4,205.6,1009.6,55.8,15.6,0.0
2015-06-16,80.5,66.1,73.4,65.1,76.1,9.2,203.3,1009.6,72.9,21.8,3.3
2015-06-17,87.9,67.6,76.3,66.9,74.6,10.3,257.7,1009.1,55.5,20.8,5.1
2015-06-18,85.9,69.7,76.2,67.5,76.2,13.9,224.1,1009.1,67.6,21.0,0.5
2015-06-19,95.1,69.7,75.8,67.7,77.5,12.8,151.5,1009.4,75.6,13.5,2.5
2015-06-20,84.1,67.9,74.4,68.6,83.0,19.7,153.0,1010.6,74.2,16.6,48.5
2015-06-21,84.1,68.6,75.3,68.7,80.9,11.4,248.0,1009.3,76.6,20.7,19.3
2015-06-22,82.3,69.7,74.4,68.4,82.5,10.3,219.2,1006.3,86.2,12.7,0.3
2015-06-23,82.3,69.7,74.5,68.5,82.1,13.9,228.7,1005.3,71.0,7.7,1.5
2015-06-24,82.3,68.6,75.5,67.8,77.8,15.0,275.2,1006.6,64.6,9.2,2.3
2015-06-25,84.1,67.9,75.4,68.8,81.0,12.8,217.8,1005.4,67.7,15.9,1.5
2015-06-26,84.1,69.7,73.3,69.4,88.2,10.3,163.4,1004.3,84.7,10.1,18.8
2015-06-27,80.5,69.7,72.1,68.7,89.3,11.4,228.3,1006.7,91.4,7.3,5.6
2015-06-28,78.9,69.7,73.9,68.1,82.7,11.4,112.5,1010.5,90.5,10.5,1.0
2015-06-29,82.3,67.6,74.5,66.8,77.9,11.4,171.5,1013.3,76.0,14.1,0.0
2015-06-30,92.0,68.6,76.5,69.5,80.2,10.3,271.7,1011.9,73.9,18.2,0.0
2016-07-01,71.5,67.9,69.9,68.9,96.8,9.2,78.4,1009.1,97.0,4.6,53.1
2016-07-02,80.5,67.9,71.0,69.0,93.9,9.2,172.1,1009.8,91.0,8.9,13.7
2016-07-03,84.1,69.7,73.8,69.8,88.4,12.8,216.1,1007.7,86.3,12.5,2.0
2016-07-04,80.5,69.7,74.7,69.4,84.5,5.8,177.7,1006.3,85.3,13.0,16.8
2016-07-05,80.5,71.5,75.7,69.9,82.7,11.4,110.0,1005.7,86.4,12.5,3.8
2016-07-06,80.5,68.1,74.4,69.5,85.3,19.7,163.8,1005.7,86.2,12.2,0.0
2016-07-07,84.1,69.7,75.2,70.1,84.8,12.8,198.5,1007.5,76.3,14.9,6.1
2016-07-08,82.3,69.7,75.9,70.1,83.0,6.9,271.2,1008.0,76.9,15.5,0.3
2016-07-09,82.3,68.4,75.0,70.0,85.5,11.4,199.0,1006.5,79.8,15.2,0.0
2016-07-10,82.3,69.0,74.5,69.3,84.5,12.8,214.5,1006.1,81.0,13.9,2.5
2016-07-11,80.5,69.7,74.1,70.3,88.4,6.9,208.5,1008.7,90.0,8.7,9.4
2016-07-12,82.3,69.9,75.4,70.3,84.6,10.3,211.8,1009.2,80.1,13.3,0.1016
2016-07-13,84.1,69.7,76.1,69.8,81.4,9.2,213.5,1009.4,88.0,0.0,1.0
2016-07-14,82.3,69.7,75.0,70.4,86.1,10.3,210.6,1008.3,87.8,12.0,39.1
2016-07-15,91.7,69.0,74.9,71.1,88.7,15.0,193.8,1008.1,86.3,11.3,14.2
2016-07-16,80.5,69.7,73.9,70.3,89.0,10.3,234.1,1010.3,90.5,13.2,29.0
2016-07-17,78.7,68.3,71.8,69.5,92.8,10.3,176.7,1011.0,90.9,8.0,0.2032
2016-07-18,78.7,69.2,73.2,69.5,88.5,9.2,208.8,1009.9,86.9,7.4,38.6
2016-07-19,80.5,68.8,74.8,70.4,86.6,8.1,200.6,1007.9,88.5,14.3,24.4
2016-07-20,77.1,69.2,73.1,70.4,91.3,9.2,164.5,1009.0,88.6,6.8,0.5
2016-07-21,75.1,69.7,72.1,69.6,92.1,8.1,148.8,1010.6,91.0,6.6,14.5
2016-07-22,78.5,69.7,70.6,68.9,94.6,5.8,110.1,1011.2,94.5,4.7,37.6
2016-07-23,86.1,67.2,73.0,69.0,88.2,6.9,180.3,1011.3,91.2,8.8,0.5
2016-07-24,82.3,67.9,74.1,69.2,85.9,11.4,214.6,1011.7,86.4,14.5,0.5
2016-07-25,76.9,67.9,70.9,69.1,94.1,5.8,152.0,1012.8,94.0,6.7,28.4
2016-07-26,78.7,66.1,72.1,68.4,88.5,9.2,204.7,1015.1,92.5,8.7,86.1
2016-07-27,78.7,69.7,72.0,67.8,86.9,9.2,200.4,1015.0,86.9,12.5,0.3
2016-07-28,78.7,67.9,72.0,68.7,89.7,6.9,112.3,1013.1,91.0,5.2,6.6
2016-07-29,78.7,67.9,72.5,68.1,86.9,6.9,284.3,1011.9,90.5,9.1,2.1082
2016-07-30,76.9,67.7,72.7,67.8,85.1,9.2,199.2,1012.0,88.5,9.2,29.9974
2016-07-31,89.7,67.9,73.2,69.6,88.9,4.7,98.4,1011.4,89.5,5.3,2.8
2016-08-01,82.3,67.9,72.0,68.2,88.5,10.3,164.4,1010.4,88.5,13.2,9.1
2016-08-02,82.3,67.9,73.3,68.2,85.2,15.0,222.0,1008.3,78.5,18.1,1.8
2016-08-03,82.3,67.9,75.0,69.3,83.5,9.2,247.6,1008.5,80.6,18.5,1.0
2016-08-04,84.1,69.7,75.8,70.2,84.0,13.9,190.9,1009.1,64.3,17.8,7.6
2016-08-05,95.1,71.5,76.2,71.0,85.1,16.1,193.2,1010.1,77.6,15.3,0.0
2016-08-06,92.9,69.7,75.2,70.0,84.9,8.1,185.9,1010.1,86.3,14.0,13.2
2016-08-07,84.1,69.2,75.9,69.3,80.9,13.9,203.6,1010.5,71.0,13.7,81.00059999999999
2016-08-08,84.1,69.3,74.6,69.7,85.9,15.0,186.3,1010.7,80.9,14.5,2.0
2016-08-09,82.3,68.8,74.4,69.0,84.2,13.9,190.8,1009.5,77.9,15.6,2.3
2016-08-10,80.5,68.6,73.4,68.8,86.1,15.0,237.7,1010.6,84.7,12.7,0.8128
2016-08-11,80.5,67.9,74.3,68.4,82.6,8.1,276.6,1011.8,90.0,15.3,10.9
2016-08-12,80.5,69.7,74.3,70.1,87.3,13.9,216.2,1011.1,86.8,17.0,0.0
2016-08-13,82.3,69.7,75.3,69.9,84.5,9.2,156.2,1010.0,83.3,12.9,10.4
2016-08-14,82.3,71.5,75.1,70.3,85.6,10.3,158.1,1008.9,86.4,14.1,0.8
2016-08-15,84.1,71.5,75.2,69.9,84.2,10.3,167.6,1007.5,78.5,15.8,0.5
2016-08-16,84.1,69.7,74.3,69.4,85.8,15.0,162.4,1006.8,76.2,14.1,19.6
2016-08-17,80.5,67.9,73.9,68.0,82.8,10.3,232.7,1007.7,86.3,14.6,4.6
2016-08-18,84.1,68.8,74.9,69.7,84.7,8.1,186.2,1008.0,81.0,14.2,0.0
2016-08-19,82.3,67.9,75.2,69.5,83.3,12.8,206.3,1010.3,72.2,13.8,0.5
2016-08-20,82.3,69.3,76.2,70.6,83.5,9.2,262.5,1010.2,80.6,14.8,5.1
2016-08-21,85.9,71.5,75.6,70.5,85.4,10.3,180.6,1010.8,80.6,17.2,2.5
2016-08-22,78.7,69.7,72.9,69.0,88.2,8.1,196.8,1012.5,89.0,7.2,8.9
2016-08-23,80.5,67.9,73.9,68.1,82.8,12.8,200.8,1013.2,59.0,17.2,2.3
2016-08-24,84.1,68.8,75.7,68.4,79.0,9.2,149.9,1013.2,77.4,13.9,0.0
2016-08-25,87.7,67.9,77.7,68.9,75.7,9.2,226.8,1014.0,44.3,20.1,0.0
2016-08-26,84.1,67.9,74.5,68.0,81.3,12.8,171.4,1015.7,79.8,20.1,15.5
2016-08-27,87.7,71.5,77.9,69.6,77.4,6.9,162.2,1016.0,64.8,22.5,0.0
2016-08-28,84.1,69.7,75.8,68.4,78.8,10.3,223.2,1015.8,64.3,20.0,0.0
2016-08-29,82.3,67.9,74.6,68.3,81.8,9.2,289.3,1013.1,69.5,16.4,0.5
2016-08-30,78.7,69.7,74.0,68.7,84.0,9.2,210.1,1011.7,83.8,14.0,0.5
2016-08-31,82.3,67.9,73.8,68.8,85.7,11.4,249.0,1011.4,80.1,15.1,18.008599999999998
2016-09-01,80.5,69.7,74.8,68.9,82.5,10.3,254.5,1010.5,83.3,14.4,0.0
2016-09-02,82.3,69.7,75.1,69.0,82.4,10.3,262.6,1008.3,78.5,12.6,0.0
2016-09-03,82.3,67.9,72.7,69.1,89.3,13.9,207.2,1008.2,87.8,10.9,35.9918
2016-09-04,76.9,66.1,71.8,68.1,88.4,5.8,219.0,1010.8,90.0,6.5,0.1016
2016-09-05,80.5,68.1,74.1,68.8,84.3,8.1,197.3,1010.8,88.5,11.7,0.0
2016-09-06,80.5,69.7,72.6,69.0,88.8,8.1,201.8,1012.1,86.4,6.0,2.0
2016-09-07,80.5,67.9,72.9,69.3,89.2,9.2,244.5,1011.5,90.5,14.6,6.1
2016-09-08,82.3,69.7,74.1,68.2,83.0,10.3,252.4,1013.4,86.4,10.7,2.3
2016-09-09,84.1,68.8,73.9,69.1,85.5,8.1,223.7,1014.0,88.5,14.6,0.0
2016-09-10,76.9,69.7,71.9,69.3,91.6,4.7,151.2,1014.0,87.3,10.8,15.7
2016-09-11,78.7,67.9,71.4,67.8,89.3,8.1,132.2,1013.6,87.9,3.9,31.0
2016-09-12,69.7,66.1,68.5,66.6,93.9,6.9,141.0,1013.9,93.4,4.5,56.4
2016-09-13,76.9,65.7,70.2,66.0,87.4,5.8,156.4,1016.5,80.5,13.6,0.3
2016-09-14,80.5,67.6,73.2,67.3,82.7,11.4,145.3,1016.0,77.2,14.8,8.6
2016-09-15,84.1,67.9,73.3,67.8,83.9,9.2,228.2,1015.3,80.1,17.5,0.1016
2016-09-16,82.3,67.9,73.2,67.7,84.0,12.8,225.8,1013.8,76.6,14.0,0.0
2016-09-17,78.7,69.7,72.6,67.6,85.0,10.3,205.7,1013.5,81.7,11.7,1.8
2016-09-18,78.7,65.0,71.9,66.5,84.2,8.1,239.0,1014.6,66.0,15.1,16.5
2016-09-19,82.3,66.5,74.3,67.6,80.7,9.2,270.8,1012.5,72.4,14.7,0.3
2016-09-20,82.3,67.9,74.1,68.0,82.1,8.1,211.1,1013.3,73.8,12.7,0.0
2016-09-21,82.1,66.1,70.9,65.7,84.5,8.1,85.1,1016.8,84.3,5.3,23.9
2016-09-22,80.5,49.9,70.7,65.4,81.3,10.3,260.1,1017.4,72.7,8.2,0.0
2016-09-23,88.1,66.5,71.8,66.0,82.7,12.8,213.0,1013.5,82.9,13.6,0.0
2016-09-24,73.3,65.2,68.1,65.8,92.6,5.8,136.3,1013.5,90.4,6.2,12.4
