datetime,temp,dew,humidity,sealevelpressure,precipitation,temp_EMA_3_days,humidity_lag_3_days,season_sin,season_cos,winddir_sin,winddir_cos,moisture_flux,temperature_inversion_index
2021-05-24,24.7,64.4,68.8,1012.0,0.3,24.33322020439581,80.9,0.5877852522924732,-0.8090169943749473,-0.2655561174868088,-0.96409540423411,-253.95662627498504,-0.0794
2021-05-25,22.2,65.3,80.4,1010.7,3.8,23.26661010219791,72.5,0.5877852522924732,-0.8090169943749473,0.0087265354983739,-0.9999619230641712,11.295976610515188,-0.0861999999999999
2021-05-26,20.1,67.2,96.8,1009.5,5.1,21.683305051098955,69.9,0.5877852522924732,-0.8090169943749473,-0.968583161128631,-0.2486898871648553,-543.8013299840585,-0.0942
2021-05-27,20.1,67.8,98.5,1009.8,31.2,20.89165252554948,68.8,0.5877852522924732,-0.8090169943749473,-0.8489716876291415,0.528438334722347,-485.0175251425285,-0.0953999999999999
2021-05-28,19.1,65.6,97.5,1012.1,31.1912,19.99582626277474,80.4,0.5877852522924732,-0.8090169943749473,0.9723699203976766,0.2334453638559054,1080.7891665220177,-0.0929999999999999
2021-05-29,21.5,65.9,85.1,1013.9,9.906,20.74791313138737,96.8,0.5877852522924732,-0.8090169943749473,0.9685831611286312,-0.2486898871648548,939.66126793733,-0.0888
2021-05-30,22.2,65.6,82.2,1012.3,0.0,21.473956565693683,98.5,0.5877852522924732,-0.8090169943749473,0.8607420270039436,-0.5090414157503713,650.9275505014623,-0.0867999999999999
2021-05-31,23.3,66.9,80.7,1009.8,17.5,22.38697828284684,97.5,0.5877852522924732,-0.8090169943749473,-0.9055687990111396,-0.4241994227453898,-935.416346626547,-0.0872
2021-06-01,22.9,66.0,78.7,1011.6,0.0,22.64348914142342,85.1,0.5877852522924732,-0.8090169943749473,-0.8703556959398996,-0.4924235601034672,-780.8657232833592,-0.0862
2021-06-02,23.3,64.4,74.1,1012.7,0.0,22.97174457071171,82.2,0.5877852522924732,-0.8090169943749473,-0.7869350219613376,-0.6170358751407484,-874.6782769100266,-0.0822
2021-06-03,23.9,64.9,73.4,1013.9,0.0,23.435872285355856,80.7,0.5877852522924732,-0.8090169943749473,-0.8079898838980305,-0.5891963573533421,-676.093615250516,-0.082
2021-06-04,24.1,66.2,74.8,1014.1,0.0,23.76793614267793,78.7,0.5877852522924732,-0.8090169943749473,-0.984195607969242,-0.177084740319583,-942.3082428940712,-0.0842
2021-06-05,24.4,64.9,71.1,1012.8,0.0,24.083968071338965,74.1,0.5877852522924732,-0.8090169943749473,-0.8925858184521255,0.4508775406894307,-812.3245016569103,-0.081
2021-06-06,24.6,65.2,71.0,1011.8,0.0,24.341984035669483,73.4,0.5877852522924732,-0.8090169943749473,-0.9460853588275454,0.3239174181981491,-933.6916406269046,-0.0812
2021-06-07,25.9,65.5,66.0,1009.8,0.0,25.12099201783474,74.8,0.5877852522924732,-0.8090169943749473,-0.8231363685344416,0.5678437450531016,-695.3856041378964,-0.0792
2021-06-08,24.6,67.2,74.6,1008.4,0.0,24.860496008917373,71.1,0.5877852522924732,-0.8090169943749473,0.4115143586051091,-0.9114032766354452,392.9468307448466,-0.0852
2021-06-09,23.8,68.1,80.6,1008.7,5.8,24.33024800445869,71.0,0.5877852522924732,-0.8090169943749473,-0.2469990127227432,-0.9690157314068696,-276.72287391379814,-0.0886
2021-06-10,22.7,68.8,87.5,1008.5,36.6,23.515124002229346,66.0,0.5877852522924732,-0.8090169943749473,0.7132504491541816,-0.7009092642998509,711.4673230312961,-0.0921999999999999
