datetime,tempmax,tempmin,temp,dew,humidity,windspeed,winddir,sealevelpressure,cloudcover,solarenergy,precipitation,month,season,month_sin,month_cos,season_number,season_sin,season_cos,winddir_sin,winddir_cos,orographic_precipitation_potential,valley_temperature_inversion_index,urban_heat_island_effect_refined
2018-01-05,62.5,35.5,47.4,35.9,68.7,11.4,188.1,1016.0,25.0,15.1,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.1409012319375826,-0.9900236577165575,-110.35102682887596,0.023,12.266
2018-01-06,60.7,35.5,46.8,32.9,63.9,11.4,261.0,1013.5,25.0,14.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9876883405951377,-0.15643446504023104,-719.491448589934,0.0278,14.663499999999999
2018-01-07,62.5,33.7,45.3,29.1,58.3,9.2,203.4,1013.5,25.0,13.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.3971478906347808,-0.917754625683981,-213.01424262087102,0.03239999999999999,16.963499999999996
2018-01-08,58.9,33.7,45.0,31.7,64.2,8.1,169.5,1017.1,25.0,13.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.18223552549214772,-0.9832549075639545,94.76611796642666,0.026600000000000002,14.0671
2018-01-09,62.5,32.1,45.6,34.1,68.1,8.1,177.7,1019.2,25.2,14.7,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.04013179253256002,-0.999194395114446,22.137098078885433,0.023,12.267199999999999
2018-01-10,62.5,33.7,46.6,36.5,71.2,8.1,197.8,1018.5,26.9,14.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.30569530496310576,-0.9521293927421387,-176.30059627832233,0.020200000000000003,10.8495
2018-01-11,62.5,35.5,47.6,37.2,70.9,8.1,175.6,1017.3,25.0,14.7,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.07671902812681887,-0.9970527522269202,44.058970662950806,0.020799999999999996,11.1673
2018-01-12,64.3,37.3,48.9,39.6,73.1,9.2,235.0,1017.5,29.2,15.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.8191520442889916,-0.5735764363510464,-550.8961328252325,0.018599999999999995,10.025499999999997
2018-01-13,64.3,39.1,50.1,40.3,73.0,10.3,235.1,1017.0,38.4,15.3,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.8201518758737718,-0.5721458734455166,-616.6721954694891,0.01960000000000001,10.433000000000003
2018-01-14,62.5,40.9,50.4,41.5,74.1,9.2,180.8,1018.2,53.8,9.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.013962180339145612,-0.9999025240093042,-9.518297580802345,0.017799999999999996,9.380199999999999
2018-01-15,64.3,39.1,50.4,40.2,71.3,8.1,206.2,1017.0,28.1,12.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.4415058527917451,-0.8972583696743285,-254.9828751628165,0.02039999999999999,10.935999999999995
2018-01-16,66.1,39.1,49.4,41.2,76.2,8.1,163.8,1016.8,24.8,12.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.2789911060392291,-0.9602936856769431,172.198890469533,0.01639999999999999,8.968799999999996
2018-01-17,66.1,39.1,51.6,41.7,72.4,9.2,147.3,1017.8,25.0,15.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.5402403204776548,-0.8415107819453063,359.84327266375635,0.019799999999999998,10.667799999999998
2018-01-18,66.1,39.1,51.9,42.8,74.3,8.1,197.8,1017.3,26.9,15.3,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.30569530496310576,-0.9521293927421387,-183.9766053859459,0.018200000000000004,9.848300000000002
2018-01-19,66.1,40.9,51.6,41.7,72.1,8.1,178.9,1017.9,25.0,13.9,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.01919744239968948,-0.9998157121216442,11.211498335842652,0.019799999999999998,10.6679
2018-01-20,66.1,39.1,51.3,41.3,72.2,6.9,188.1,1016.5,25.0,13.3,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.1409012319375826,-0.9900236577165575,-70.19417572666491,0.02,10.7665
2018-01-21,64.3,44.5,53.2,43.2,71.0,8.1,182.8,1017.5,50.7,12.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.04884976979561321,-0.9988061373414341,-28.093502609457154,0.02,10.5105
2018-01-22,69.7,40.9,53.3,42.7,71.6,9.2,209.0,1016.5,25.0,15.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.48480962024633695,-0.8746197071393959,-319.35379304866706,0.02119999999999999,11.366499999999995
2018-01-23,69.7,40.9,53.6,44.0,73.8,49.4,116.8,1015.5,25.5,15.7,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.8925858184521254,-0.45087754068943087,3254.117970047282,0.019200000000000002,10.3605
2018-01-24,53.5,40.9,48.3,43.4,84.3,13.9,125.5,1014.3,62.7,7.8,6.1,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,0.8141155183563192,-0.5807029557109398,953.9561409443842,0.009799999999999998,5.287299999999999
2018-01-25,62.5,37.3,48.4,40.3,76.6,10.3,254.7,1013.3,25.0,16.5,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.964557418457798,-0.2638730499653733,-761.0165120148334,0.016200000000000003,8.8633
2018-01-26,62.5,37.3,48.9,40.9,77.7,11.4,228.1,1013.9,36.5,14.6,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.7443115462311541,-0.6678325554710466,-659.2962814206318,0.016,8.6489
2018-01-27,60.7,39.1,48.6,39.9,74.7,12.8,216.6,1013.3,31.8,13.4,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.5962248749656155,-0.8028174751911148,-570.0863764471229,0.017400000000000006,9.395300000000002
2018-01-28,64.3,37.3,47.7,38.1,72.3,9.2,190.2,1014.5,25.0,13.7,5.0038,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.17708474031958318,-0.984195607969242,-117.78968587097393,0.019200000000000002,10.364500000000001
2018-01-29,62.5,37.3,48.2,39.5,74.7,10.3,249.2,1016.2,25.0,15.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9348256763960142,-0.3551069624081377,-719.2642236758574,0.017400000000000006,9.466200000000002
2018-01-30,60.7,40.9,50.0,41.6,75.7,9.2,237.9,1014.4,32.9,16.0,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.8471219213821372,-0.5313985795180829,-589.9695909273756,0.016799999999999995,9.085399999999998
2018-01-31,60.7,40.9,49.3,43.0,80.5,9.2,248.5,1015.2,40.7,13.9,0.0,1,Winter,0.49999999999999994,0.8660254037844387,5,-2.4492935982947064e-16,1.0,-0.9304175679820246,-0.3665012267242972,-689.0672508474873,0.012599999999999995,6.908199999999997
2018-02-01,64.3,44.5,52.5,43.4,73.6,10.3,253.7,1016.4,42.3,13.6,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9598052919751868,-0.28066670892078804,-727.6091957405496,0.018200000000000004,9.693400000000002
2018-02-02,66.1,40.9,51.9,44.1,78.1,9.2,209.0,1015.8,28.7,12.5,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.48480962024633695,-0.8746197071393959,-348.345408339398,0.015599999999999994,8.528799999999997
2018-02-03,66.1,44.5,53.8,44.7,73.2,11.4,269.6,1017.5,36.5,14.2,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9999756307053947,-0.006981260297961302,-834.459664311038,0.018199999999999987,9.752499999999994
2018-02-04,67.9,39.1,53.4,36.9,63.5,16.1,300.8,1016.9,28.1,18.1,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.8589598969306643,0.5120428648705716,-878.1576506270648,0.033,17.2359
2018-02-05,71.5,40.9,55.1,36.9,57.0,12.8,310.7,1020.1,49.1,18.0,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.7581343361976522,0.6520984038303922,-553.1348116898071,0.03640000000000001,18.729100000000003
2018-02-06,73.3,48.1,59.1,41.3,56.3,16.1,315.7,1018.2,77.5,14.9,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.698415285431006,0.7156927337037358,-633.0645671732267,0.03560000000000001,18.043200000000006
2018-02-07,67.9,46.3,56.0,39.9,58.9,6.9,39.0,1015.0,80.5,12.1,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,0.6293203910498374,0.7771459614569709,255.7621001265644,0.0322,16.310000000000002
2018-02-08,69.7,42.7,55.4,30.0,45.5,12.8,316.5,1014.7,28.1,19.0,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.688354575693754,0.7253743710122876,-400.8977048840424,0.0508,26.1337
2018-02-09,71.5,44.5,55.5,29.0,41.1,11.4,292.2,1014.7,37.0,18.5,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9258705848099948,0.37784078681846683,-433.80740380687496,0.053,27.1447
2018-02-10,71.5,37.5,53.6,30.1,47.6,12.8,272.0,1018.0,27.1,19.6,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9993908270190958,0.03489949670250128,-608.9088430861947,0.047,24.247
2018-02-11,69.7,39.1,55.6,35.2,52.0,13.9,296.5,1020.9,45.7,19.2,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.8949343616020249,0.4461978131098091,-646.8585565659436,0.040799999999999996,20.9639
2018-02-12,66.1,46.3,53.8,40.4,62.7,10.3,216.9,1024.0,73.2,9.9,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.6004202253258842,-0.7996846584870904,-387.7573857177093,0.026799999999999997,13.692
2018-02-13,66.1,48.1,55.2,46.0,73.2,6.9,229.5,1024.3,88.5,11.8,1.5,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.7604059656000312,-0.6494480483301834,-384.0658451052638,0.018400000000000007,9.339300000000003
2018-02-14,67.9,44.5,55.8,43.8,68.1,11.4,280.3,1021.6,48.0,18.3,0.1016,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9838850379335415,0.17880221511634978,-763.8293103493255,0.024,12.541599999999999
2018-02-15,73.3,42.7,56.1,44.2,68.9,11.4,211.4,1021.5,25.0,20.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.5210096318405764,-0.8535507972753275,-409.2322254254991,0.023799999999999998,12.671499999999998
2018-02-16,69.7,46.3,56.4,48.3,76.9,10.3,224.9,1020.4,41.8,17.9,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.705871570678681,-0.7083398377245289,-559.099694987463,0.016200000000000003,8.702400000000003
2018-02-17,69.7,51.7,57.8,48.7,73.9,15.0,208.1,1015.6,43.8,15.6,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.47101188121941,-0.8821268660176678,-522.116670331716,0.018199999999999987,9.677599999999993
2018-02-18,67.9,44.5,56.1,45.3,70.0,15.0,204.6,1015.4,34.4,15.5,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.416280792260401,-0.9092361090470686,-437.09483187342107,0.021600000000000008,11.471400000000004
2018-02-19,67.9,46.3,56.2,46.4,72.1,11.4,231.6,1017.1,37.0,17.0,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.7836934573258396,-0.6211477802783105,-644.1490003144006,0.01960000000000001,10.447100000000004
2018-02-20,69.7,46.3,56.2,46.3,72.1,12.8,205.1,1017.9,45.3,18.0,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.4241994227453899,-0.9055687990111397,-391.4851632632654,0.019800000000000012,10.464900000000007
2018-02-21,68.1,46.5,56.6,46.7,71.6,10.3,227.6,1015.8,40.8,15.6,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.7384553406258836,-0.6743023875837236,-544.5960446047766,0.019799999999999998,10.5078
2018-02-22,69.9,46.5,56.7,47.2,73.3,17.2,216.4,1015.1,57.8,12.9,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.5934188866037013,-0.8048937973559142,-748.1587954744824,0.019,9.937100000000001
2018-02-23,67.9,48.1,58.0,48.6,72.8,11.4,289.5,1016.1,46.5,16.6,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9426414910921784,0.3338068592337709,-782.3170262872208,0.018799999999999997,9.951099999999999
2018-02-24,71.5,48.1,59.0,49.4,73.3,9.2,267.7,1019.5,27.5,17.0,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.999194395114446,-0.04013179253256008,-673.8167322893778,0.019200000000000002,10.344500000000002
2018-02-25,73.3,48.1,60.6,46.8,65.0,16.1,304.3,1019.3,50.1,16.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.826098294495764,0.5635260489375713,-864.5118651898171,0.02760000000000001,14.318300000000004
2018-02-26,73.3,46.3,60.3,46.2,62.2,11.4,212.8,1016.4,29.7,20.7,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.5417082102827401,-0.8405666034956841,-384.11445774728537,0.02819999999999999,14.819399999999995
2018-02-27,71.5,53.5,61.2,52.5,74.9,12.8,221.0,1017.5,44.9,16.3,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.656059028990507,-0.7547095802227721,-628.9769122737789,0.017400000000000006,9.268500000000003
2018-02-28,73.3,57.1,62.7,53.4,73.8,12.8,265.2,1017.3,52.8,12.8,0.0,2,Winter,0.8660254037844386,0.5000000000000001,5,-2.4492935982947064e-16,1.0,-0.9964928592495043,-0.08367784333231579,-941.3270145614516,0.01860000000000001,9.789300000000004
2018-03-01,73.3,53.5,62.7,53.7,74.6,17.2,209.9,1015.8,48.0,16.4,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.49848773975383015,-0.8668967489356029,-639.6195886329344,0.018,9.5358
2018-03-02,73.3,53.5,62.0,51.4,70.9,15.0,226.8,1014.0,54.3,16.1,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.7289686274214116,-0.6845471059286886,-775.2581352626713,0.021200000000000004,11.071000000000002
2018-03-03,76.9,48.1,61.2,47.4,64.7,11.4,307.5,1011.3,26.0,20.2,2.5,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.7933533402912352,0.6087614290087205,-585.1615567320093,0.02760000000000001,14.551300000000005
2018-03-04,78.7,51.7,63.8,47.9,61.9,13.9,314.8,1013.6,53.3,18.8,2.0066,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.7095707365365209,0.7046342099635947,-610.521757423388,0.031799999999999995,16.380599999999998
2018-03-05,75.1,49.9,63.5,43.3,53.1,16.1,294.7,1016.3,44.9,18.3,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.908508177526722,0.4178670738010764,-776.69272604937,0.040400000000000005,20.767300000000002
2018-03-06,75.1,49.9,61.8,40.6,49.5,11.4,240.1,1015.4,30.8,22.3,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.8668967489356025,-0.4984877397538308,-489.1898354243606,0.04239999999999999,21.907399999999996
2018-03-07,76.9,48.1,61.2,45.6,59.6,15.0,190.8,1017.0,25.0,23.0,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.18738131458572477,-0.9822872507286886,-167.51889523963794,0.031200000000000002,16.367
2018-03-08,75.1,49.9,60.9,50.0,69.6,13.9,212.6,1019.4,30.2,19.9,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.538770785006863,-0.8424523970071476,-521.2284082470395,0.021799999999999996,11.6174
2018-03-09,83.0,49.9,62.7,49.3,64.4,11.4,258.1,1017.4,31.1,17.6,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.9785089851017784,-0.20620418539662932,-718.3821565023218,0.02680000000000001,14.106400000000006
2018-03-10,73.3,49.9,61.5,47.4,63.4,12.8,197.7,1016.5,29.2,21.6,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.30403306092549004,-0.9526614812535864,-246.72890960225368,0.028200000000000003,14.824500000000002
2018-03-11,75.1,51.7,58.8,50.2,75.9,12.8,152.7,1017.6,48.6,19.1,14.2,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,0.45864955448431516,-0.8886172326549487,445.58721517260193,0.01719999999999999,9.131599999999993
2018-03-12,71.5,49.9,58.4,50.3,76.6,12.8,330.9,1017.5,59.8,17.3,0.3,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.486335380423491,0.873772223035465,-476.84211379762445,0.016200000000000003,8.5195
2018-03-13,73.3,51.7,62.0,51.6,70.8,12.8,209.3,1016.4,62.4,20.0,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.48938245174884626,-0.8720692724321206,-443.4979530728744,0.020799999999999996,10.792399999999999
2018-03-14,76.9,53.5,63.8,53.1,72.2,13.9,251.3,1015.8,33.9,21.0,0.0,3,Winter,1.0,6.123233995736766e-17,5,-2.4492935982947064e-16,1.0,-0.9472102777460287,-0.32061299058567655,-950.6012905403596,0.021399999999999992,11.376799999999996
2018-03-15,75.1,55.3,63.8,50.4,65.6,17.9,295.4,1015.8,64.7,15.8,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.9033352928633009,0.42893513340314565,-1060.7324342918023,0.026799999999999997,13.768799999999999
2018-03-16,75.1,49.9,62.6,44.4,57.8,11.4,291.4,1014.3,38.6,21.5,5.1,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.9310558158625284,0.36487678433761933,-613.4912981881372,0.03640000000000001,18.828300000000002
2018-03-17,75.1,49.9,62.2,40.4,51.4,107.1,152.7,1014.3,39.2,21.8,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,0.45864955448431516,-0.8886172326549487,2524.8382784628857,0.04360000000000001,22.422300000000003
2018-03-18,76.9,48.1,61.4,42.0,53.1,12.8,226.6,1016.8,25.0,24.4,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.7265746709709758,-0.6870875108044231,-493.8382723655529,0.038799999999999994,20.1668
2018-03-19,76.9,49.9,63.3,44.8,54.6,9.2,240.5,1019.3,30.4,24.1,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.8703556959398996,-0.4924235601034672,-437.1970731845303,0.037,19.215300000000003
2018-03-20,78.7,51.7,64.6,47.7,57.6,16.1,220.0,1016.7,30.3,22.9,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.6427876096865393,-0.766044443118978,-596.0955177189092,0.03379999999999998,17.61369999999999
2018-03-21,80.5,51.7,65.8,48.3,57.0,13.9,212.1,1016.3,24.4,21.9,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.5313985795180826,-0.8471219213821374,-421.02709455217683,0.035,18.2723
2018-03-22,78.7,53.5,66.5,47.2,54.3,15.0,308.2,1014.8,35.9,21.7,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.7858568931754019,0.6184083953575542,-640.0804394913648,0.038599999999999995,19.955799999999996
2018-03-23,78.7,51.7,65.8,45.3,51.1,11.4,197.1,1015.3,33.3,24.0,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.2940403252323039,-0.9557930147983301,-171.29025106082634,0.041,21.1823
2018-03-24,78.7,51.7,65.5,44.4,49.6,13.9,188.1,1018.4,28.1,23.6,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.1409012319375826,-0.9900236577165575,-97.14294534704696,0.0422,21.837400000000002
2018-03-25,78.7,53.5,65.4,47.2,54.7,15.0,188.2,1019.9,26.0,23.8,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.1426289337055115,-0.989776230907789,-117.0270401053722,0.03640000000000001,18.9599
2018-03-26,75.3,53.5,62.0,48.5,63.4,16.1,122.0,1018.1,51.4,22.1,0.5,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,0.8480480961564261,-0.5299192642332048,865.6366136707104,0.027,14.004100000000001
2018-03-27,82.3,51.7,65.5,48.6,58.9,15.0,207.3,1016.6,31.3,25.5,0.2032,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.45864955448431494,-0.8886172326549489,-405.2168813868922,0.0338,17.6036
2018-03-28,77.1,53.5,65.6,52.7,64.8,15.0,209.8,1015.8,36.5,21.3,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.49697396102755526,-0.8677654533689285,-483.0586901187837,0.025799999999999983,13.550799999999992
2018-03-29,76.9,54.8,65.8,48.6,57.6,16.1,308.6,1015.6,43.3,20.4,0.0,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.7815204724188184,0.6238795967093866,-724.7508253023154,0.03439999999999999,17.782599999999995
2018-03-30,73.3,55.3,62.9,44.1,53.0,16.1,68.5,1016.5,77.0,18.3,1.8,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,0.9304175679820246,0.3665012267242973,793.9253107590616,0.037599999999999995,19.046499999999998
2018-03-31,75.1,51.7,64.5,44.9,51.5,16.1,181.4,1016.7,57.5,22.4,5.0038,3,Spring,1.0,6.123233995736766e-17,1,0.9510565162951535,0.30901699437494745,-0.024432178152653285,-0.9997014897811831,-20.257940515272473,0.039200000000000006,20.041700000000002
2018-04-01,76.9,53.5,65.4,49.2,59.1,10.3,179.9,1017.9,39.1,18.0,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,0.0017453283658983227,-0.9999984769132877,1.062433736173286,0.032400000000000005,16.826900000000002
2018-04-02,80.5,58.9,67.4,53.0,63.2,16.1,170.4,1019.0,63.2,24.0,0.5,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,0.16676874671610217,-0.985996037070505,169.6905351585683,0.028800000000000013,14.787000000000006
2018-04-03,78.7,55.3,64.9,55.5,74.4,10.3,81.6,1018.2,60.1,23.6,5.9944,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,0.9892723329629883,0.14608302856241165,758.0991741961974,0.01880000000000001,9.817200000000007
2018-04-04,75.1,57.1,61.5,56.7,85.2,15.0,235.9,1016.9,80.0,18.2,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.8280603346224946,-0.5606389945632414,-1058.2611076475482,0.009599999999999994,5.016899999999997
2018-04-05,73.3,57.1,63.6,54.8,75.8,13.9,102.5,1014.0,67.1,18.4,7.010400000000001,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,0.9762960071199334,-0.2164396139381028,1028.6449990217043,0.017600000000000008,9.143000000000004
2018-04-06,76.9,57.1,65.2,55.3,73.2,13.9,159.7,1015.4,62.1,19.6,0.3048,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,0.3469356515732561,-0.9378889346118976,353.0000867627566,0.019800000000000012,10.294400000000005
2018-04-07,75.1,58.9,65.4,57.6,77.6,12.8,211.8,1018.4,62.8,21.1,6.1,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.5269557954966775,-0.849892692986864,-523.4146525509398,0.015600000000000008,8.190400000000004
2018-04-08,78.7,55.3,65.3,55.1,72.6,9.2,252.0,1019.0,45.9,22.2,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.9510565162951535,-0.30901699437494756,-635.2296683638588,0.02039999999999999,10.759999999999996
2018-04-09,75.1,58.2,65.8,56.7,74.4,11.4,245.2,1018.3,62.0,19.9,5.0038,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.9077774785329087,-0.419452082446177,-769.940546192472,0.018199999999999987,9.498299999999995
2018-04-10,73.3,58.9,64.9,56.1,74.5,13.9,206.2,1016.8,60.1,18.5,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.4415058527917451,-0.8972583696743285,-457.2013858584916,0.017600000000000008,9.215800000000005
2018-04-11,76.9,57.1,65.6,55.6,71.7,16.1,230.8,1014.8,64.9,19.9,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.7749444887041794,-0.632029302664851,-894.5726694254438,0.019999999999999987,10.365799999999993
2018-04-12,75.1,53.5,65.0,54.4,71.5,16.1,310.3,1014.2,56.4,18.1,0.3,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.762668329695688,0.6467897795104599,-877.9456477291913,0.021200000000000004,11.050200000000002
2018-04-13,80.7,53.5,67.4,47.8,56.0,15.0,307.6,1013.4,31.8,23.7,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.7922896433551903,0.6101451639012682,-665.5233004183599,0.03920000000000002,20.295400000000008
2018-04-14,80.5,55.3,67.1,46.5,50.9,13.9,213.4,1014.0,35.0,24.4,0.0,4,Spring,0.8660254037844387,-0.4999999999999998,1,0.9510565162951535,0.30901699437494745,-0.5504807400849956,-0.8348478632634065,-389.47062841753524,0.04119999999999999,21.263999999999992
