date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01 00:00:00,10,4.3,16.3,0,,,6.2,,1022.4,
2023-01-02 00:00:00,10.1,6,17.5,0,,,5.4,,1023,
2023-01-03 00:00:00,10.1,4.2,17,0,,,4.8,,1023.1,
2023-01-04 00:00:00,9.2,5,17.5,0,,,6.3,,1022.8,
2023-01-05 00:00:00,9.5,3.6,18,0,,,6,,1024.5,
2023-01-06 00:00:00,10,3,19,0,,,6.3,,1025,
2023-01-07 00:00:00,10.7,3,21,0,,,6.5,,1023.3,
2023-01-08 00:00:00,10.7,3,20,0,,,5.5,,1022.2,
2023-01-09 00:00:00,11,3.6,20,0,,,5.1,,1022.9,
2023-01-10 00:00:00,11.3,4.6,20,0,,,6.3,,1020.4,
2023-01-11 00:00:00,10.8,4.8,19,0,,,6.8,,1017.9,
2023-01-12 00:00:00,10.8,3.8,19.5,0,,,7.1,,1016,
2023-01-13 00:00:00,10.8,4.4,18,0,,,7.3,,1016.9,
2023-01-14 00:00:00,10.9,3.8,19.2,0,,,8.5,,1016.3,
2023-01-15 00:00:00,9.8,3,18.5,0,,,6.8,,1014.8,
2023-01-16 00:00:00,9.4,4,16.2,0,,,6.4,,1016.5,
2023-01-17 00:00:00,9.5,5,16,0,,,5.6,,1017.1,
2023-01-18 00:00:00,9.2,4.4,16,0,,,6.5,,1019.2,
2023-01-19 00:00:00,8.6,3.3,15.2,0,,,5.3,,1020.7,
2023-01-20 00:00:00,9.9,3.5,18.1,0,,,5.8,,1019.7,
2023-01-21 00:00:00,10.9,3.6,20.2,0,,,9.1,,1019,
2023-01-22 00:00:00,11.2,3,19.5,0,,,8.1,,1019.3,
2023-01-23 00:00:00,12,4,22,0,,,7.9,,1018.5,
2023-01-24 00:00:00,12.7,4.2,21.5,0,,,9.3,,1019.6,
2023-01-25 00:00:00,13.7,6,22.2,0,,,7,,1019.4,
2023-01-26 00:00:00,13.6,8.2,21.5,0,,,8.5,,1019,
2023-01-27 00:00:00,13.3,5.8,22,0,,,8,,1018.6,
2023-01-28 00:00:00,12.8,4.5,21.6,0,,,7.1,,1017.2,
2023-01-29 00:00:00,12.9,5.8,21,0,,,6.4,,1019.6,
2023-01-30 00:00:00,13.7,8.3,20,0,,,4.8,,1022.1,
2023-01-31 00:00:00,15.2,8,24,0,,,7.2,,1018.7,
2023-02-01 00:00:00,13.8,6.3,22.5,0,,,7.4,,1017.4,
2023-02-02 00:00:00,13.6,6.5,22.2,0,,,6.4,,1018.2,
2023-02-03 00:00:00,13.2,6.8,22,0,,,7.2,,1018.4,
2023-02-04 00:00:00,13.4,7,21,0,,,7,,1015.8,
2023-02-05 00:00:00,13.1,7,20.5,0,,,7.9,,1015.5,
2023-02-06 00:00:00,13.1,7,21.3,0,,,7.3,,1015.2,
2023-02-07 00:00:00,12.8,6.9,20.6,0,,,7.4,,1013.6,
2023-02-08 00:00:00,12.6,6,20.8,0,,,7.2,,1015.7,
2023-02-09 00:00:00,12.7,7.3,20.2,0,,,6.4,,1016.5,
2023-02-10 00:00:00,13.5,7,21.4,0,,,8.5,,1016.7,
2023-02-11 00:00:00,14.1,6.8,22.5,0,,,8.7,,1016.6,
2023-02-12 00:00:00,13.2,6.7,21.4,0,,,8.4,,1015.5,
2023-02-13 00:00:00,12.1,5.8,20.2,0,,,8.5,,1014.8,
2023-02-14 00:00:00,13.1,6,20.8,0,,,7.2,,1017.5,
2023-02-15 00:00:00,15.3,9.5,22.5,0,,,8.1,,1017.2,
2023-02-16 00:00:00,16.6,12,23,0,,,6.7,,1019.7,
2023-02-17 00:00:00,15.7,9,23,0,,,7.3,,1021.1,
2023-02-18 00:00:00,15.9,10,23,0,,,6.8,,1020.5,
2023-02-19 00:00:00,16.6,12,23,0,,,6.6,,1019.5,
2023-02-20 00:00:00,15.8,9.3,24.2,0,,,8.2,,1018,
2023-02-21 00:00:00,16.2,10.2,24.4,0,,,7.2,,1018,
2023-02-22 00:00:00,16.4,9.4,25.1,0,,,8.9,,1016.3,
2023-02-23 00:00:00,16.2,9.5,25.5,0,,,8.8,,1015.9,
2023-02-24 00:00:00,15.7,10,25,0,,,9.9,,1018.7,
2023-02-25 00:00:00,15.5,10,23,0,,,10.1,,1021.8,
2023-02-26 00:00:00,13.3,10,23.3,1,,,8,,1023.6,
2023-02-27 00:00:00,14.1,7.2,21.6,2.5,,,6.8,,1022.5,
2023-02-28 00:00:00,15.3,8.9,23.5,0,,,7.1,,1022.4,
2023-03-01 00:00:00,16.3,9.9,24.8,0,,,6.8,,1023.5,
2023-03-02 00:00:00,16.7,11,23.9,0.8,,,7.8,,1022.7,
2023-03-03 00:00:00,17.2,12,24,0,,,7.9,,1022.8,
2023-03-04 00:00:00,17.8,13,24,0.3,,,8.9,,1023.2,
2023-03-05 00:00:00,17.8,13,25,2.3,,,7.8,,1021.7,
2023-03-06 00:00:00,17.5,12,24,0,,,8.1,,1019.5,
2023-03-07 00:00:00,17.3,10.4,26.6,0,,,6.8,,1020.6,
2023-03-08 00:00:00,14,11.4,19.7,0.8,,,6.1,,1023.4,
2023-03-09 00:00:00,16.6,8,25.8,0,,,7.4,,1021.7,
2023-03-10 00:00:00,17,8.8,26.3,0,,,9.6,,1020.8,
2023-03-11 00:00:00,15.4,10.5,25.5,0,,,8.1,,1021.3,
2023-03-12 00:00:00,17.2,8.5,26.3,0,,,10.4,,1021.5,
2023-03-13 00:00:00,17.2,11.5,27,0,,,7.2,,1019.5,
2023-03-14 00:00:00,17.6,10.8,26.2,0.8,,,9.6,,1016.6,
2023-03-15 00:00:00,17,11,24,2.9,,,6.2,,1015.8,
2023-03-16 00:00:00,17.1,11,24.2,0,,,8.4,,1017.2,
2023-03-17 00:00:00,15.7,12.8,23.3,6.6,,,8.2,,1018.4,
2023-03-18 00:00:00,14.9,10.5,24,3,,,6.2,,1017.3,
2023-03-19 00:00:00,15.3,10.6,21.8,0,,,10.2,,1014.8,
2023-03-20 00:00:00,14,11.4,19.9,17,,,7.1,,1013.3,
2023-03-21 00:00:00,14.6,10.8,21,8.9,,,5.1,,1013.5,
2023-03-22 00:00:00,16,12,24.3,0.5,,,10.5,,1013.3,
2023-03-23 00:00:00,16.6,10,25.2,0,,,9.4,,1012.7,
2023-03-24 00:00:00,17.3,11.4,25.5,0,,,9.7,,1015.5,
2023-03-25 00:00:00,17.2,11,25.8,0,,,9.3,,1017.8,
2023-03-26 00:00:00,18.2,10,27.6,0,,,8.1,,1015.5,
2023-03-27 00:00:00,18.1,10.8,27.1,0,,,10,,1013.9,
2023-03-28 00:00:00,17.8,10,26.9,0,,,9.3,,1015.1,
2023-03-29 00:00:00,18.2,11,27,0,,,8.4,,1016.8,
2023-03-30 00:00:00,18.3,11.2,26.8,0,,,9.2,,1015.2,
2023-03-31 00:00:00,14.4,11.8,24.4,7.6,,,8.5,,1015.8,
2023-04-01 00:00:00,13.5,9.8,22.3,5.3,,,7.6,,1014.9,
2023-04-02 00:00:00,14.6,8,24,0,,,8.7,,1012.1,
2023-04-03 00:00:00,16.6,10,23,0.3,,,6.9,,1012.3,
2023-04-04 00:00:00,17.4,10.8,27,1,,,9.3,,1014.1,
2023-04-05 00:00:00,18.3,10,27.5,0.5,,,7.2,,1014,
2023-04-06 00:00:00,19.1,11.2,29,0,,,7.4,,1016.8,
2023-04-07 00:00:00,19.3,11.4,28.8,0,,,8.7,,1019.1,
2023-04-08 00:00:00,19.7,13,27,0,,,8.7,,1021.1,
2023-04-09 00:00:00,20.5,13,28,0,,,8.7,,1020.3,
2023-04-10 00:00:00,20.3,12,29.5,0,,,8.9,,1018.1,
2023-04-11 00:00:00,20.3,12.5,29.5,0,,,10.3,,1017.7,
2023-04-12 00:00:00,21.3,14,31,0,,,8.2,,1017.5,
2023-04-13 00:00:00,21.7,15,29,0,,,8.7,,1016.2,
2023-04-14 00:00:00,22.1,13.2,31.5,0,,,8.3,,1016.9,
2023-04-15 00:00:00,22.4,15.8,30.3,0,,,6,,1017.7,
2023-04-16 00:00:00,22.4,16,31.5,0,,,7.3,,1015.4,
2023-04-17 00:00:00,23.1,14.2,32.3,0,,,7.6,,1015.8,
2023-04-18 00:00:00,23.6,14.8,32.7,0,,,9.3,,1016.9,
2023-04-19 00:00:00,23.9,15.4,32.8,0,,,8.1,,1012.7,
2023-04-20 00:00:00,24.1,16.2,31.4,0.2,,,10.3,,1009.9,
2023-04-21 00:00:00,20.1,15.4,28.9,0.3,,,8.6,,1011.6,
2023-04-22 00:00:00,20.8,12,30,0,,,9.3,,1012,
2023-04-23 00:00:00,18.7,13.8,28.5,0,,,12.2,,1013.7,
2023-04-24 00:00:00,14.7,12.6,18,5.4,,,7.1,,1019.5,
2023-04-25 00:00:00,16.3,11,27,0.5,,,6.3,,1018.7,
2023-04-26 00:00:00,19.2,11.5,28.2,0,,,8.7,,1016.8,
2023-04-27 00:00:00,19.8,13,27.3,0,,,7.8,,1016.5,
2023-04-28 00:00:00,21.2,13.6,29.2,0,,,10.2,,1016.5,
2023-04-29 00:00:00,18.6,15,27.4,31.5,,,6.7,,1015.6,
2023-04-30 00:00:00,16.7,13.3,21.3,17,,,4.3,,1015.4,
2023-05-01 00:00:00,16,14.4,18.1,5.8,,,4.7,,1015.5,
2023-05-02 00:00:00,15.9,13,19.1,6.7,,,3.8,,1016.8,
2023-05-03 00:00:00,17.1,13,24,3.4,,,5.8,,1017.3,
2023-05-04 00:00:00,15.4,14,18.5,10.4,,,3.6,,1017,
2023-05-05 00:00:00,18.9,12.4,25,0,,,7.8,,1013.8,
2023-05-06 00:00:00,21.7,15,30,0,,,7.9,,1012.3,
2023-05-07 00:00:00,22.1,16,28,2.1,,,9,,1012.6,
2023-05-08 00:00:00,22.6,16,29,0,,,8.8,,1013.2,
2023-05-09 00:00:00,22.6,15,29,0,,,8.7,,1013.3,
2023-05-10 00:00:00,22.5,16,29,0,,,11,,1013,
2023-05-11 00:00:00,21.8,15,29.7,0,,,8.6,,1016,
2023-05-12 00:00:00,22.4,14.4,30.1,0,,,10.2,,1016.4,
2023-05-13 00:00:00,23.4,16.2,30.4,0,,,8.6,,1015.6,
2023-05-14 00:00:00,21.6,16,30.9,0,,,8.4,,1011.6,
2023-05-15 00:00:00,20.9,14.2,29,19.8,,,8.7,,1011.1,
2023-05-16 00:00:00,21.3,14.5,28.8,0.5,,,8,,1012.4,
2023-05-17 00:00:00,19.8,15.8,29.6,26.9,,,7.6,,1014.1,
2023-05-18 00:00:00,20.3,14,27,14.2,,,7.2,,1015.9,
2023-05-19 00:00:00,20.6,16.4,29,7.9,,,10.1,,1013.9,
2023-05-20 00:00:00,20.2,13.8,27.2,3.9,,,8.7,,1013.2,
2023-05-21 00:00:00,21.8,14.9,28.9,3,,,8.7,,1015.1,
2023-05-22 00:00:00,23.4,17.4,29.3,0,,,8.8,,1016,
2023-05-23 00:00:00,22.4,19,26.5,1.5,,,7.9,,1015.5,
2023-05-24 00:00:00,22.3,19,29.5,0,,,8.4,,1014.1,
2023-05-25 00:00:00,18.8,16,27.5,6.6,,,6.5,,1013.2,
2023-05-26 00:00:00,20.4,13.7,27.5,0,,,8.4,,1013.4,
2023-05-27 00:00:00,20.1,16.9,27.7,17.8,,,9.8,,1013,
2023-05-28 00:00:00,20.8,15.6,26.3,9.9,,,7.2,,1015.3,
2023-05-29 00:00:00,23,16.3,29.8,0,,,6.4,,1017,
2023-05-30 00:00:00,24.7,17.8,31.6,0,,,7.5,,1016.9,
2023-05-31 00:00:00,25.3,18.4,32.2,0,,,9.4,,1014.9,
2023-06-01 00:00:00,25.2,18.3,32.3,0,,,10.1,,1012.5,
2023-06-02 00:00:00,25,18,32,0,,,9.2,,1012.1,
2023-06-03 00:00:00,24.6,17.2,32,0,,,8.8,,1013.6,
2023-06-04 00:00:00,24.8,17.6,32,0,,,7.8,,1013.6,
2023-06-05 00:00:00,24.4,18.4,31.5,0,,,7.7,,1013.2,
2023-06-06 00:00:00,24,18.8,32,0,,,7.7,,1012.2,
2023-06-07 00:00:00,24.8,17.5,32.1,0,,,8.6,,1012.3,
2023-06-08 00:00:00,26,18.8,31.8,0.3,,,8,,1011.7,
2023-06-09 00:00:00,26.5,20,32.3,0,,,9.8,,1009.2,
2023-06-10 00:00:00,25.8,21,33.3,0,,,12.3,,1008.1,
2023-06-11 00:00:00,25.3,21.4,32.2,0,,,11,,1007.1,
2023-06-12 00:00:00,23.8,18.8,29.7,29.5,,,8.6,,1006.8,
2023-06-13 00:00:00,23.6,19.6,30.8,15,,,8.6,,1005.7,
2023-06-14 00:00:00,22.5,19.4,29.7,52.6,,,8.5,,1004.5,
2023-06-15 00:00:00,24.2,19.2,30.8,36.1,,,7.2,,1005.9,
2023-06-16 00:00:00,25.3,20.2,31.8,4.2,,,6.9,,1006.8,
2023-06-17 00:00:00,26,19.8,32.3,0,,,9.6,,1008.9,
2023-06-18 00:00:00,24.8,21,31.8,9.4,,,9.9,,1008.6,
2023-06-19 00:00:00,24.4,20.6,31.4,18,,,10,,1009.4,
2023-06-20 00:00:00,24.8,19.8,30.2,10.9,,,9.2,,1009.8,
2023-06-21 00:00:00,25.8,21,31,4.2,,,8.9,,1010,
2023-06-22 00:00:00,25.3,22,29,3.3,,,9.6,,1010.8,
2023-06-23 00:00:00,25.5,22,31,12.5,,,9.2,,1010.3,
2023-06-24 00:00:00,24.6,21,29,15,,,9.8,,1009.7,
2023-06-25 00:00:00,24.9,23,28,17.8,,,8.4,,1010.6,
2023-06-26 00:00:00,24.6,21.6,31,0.3,,,8,,1009.5,
2023-06-27 00:00:00,23.2,21.5,28,15.5,,,7.5,,1008.8,
2023-06-28 00:00:00,24.2,21,30.2,2.8,,,10.2,,1011.6,
2023-06-29 00:00:00,23.6,21.2,28.9,2.3,,,7.8,,1010.8,
2023-06-30 00:00:00,22.6,19.9,26.6,8.1,,,7.4,,1010.5,
2023-07-01 00:00:00,22.9,20.8,26.6,4.3,,,7.7,,1010.2,
2023-07-02 00:00:00,24,21.2,29.5,0,,,7.4,,1009.8,
2023-07-03 00:00:00,23.7,21.3,29.8,10.4,,,6.6,,1009.6,
2023-07-04 00:00:00,22.5,20.4,27.7,38.9,,,5.5,,1009.2,
2023-07-05 00:00:00,23.4,20.8,27,26.7,,,5.4,,1010.1,
2023-07-06 00:00:00,24.8,20,30.5,0,,,7.8,,1010,
2023-07-07 00:00:00,24.8,21.8,30.3,3.3,,,9.7,,1011.9,
2023-07-08 00:00:00,24.4,20,30.8,0.5,,,9.4,,1013.2,
2023-07-09 00:00:00,24.9,20.2,31.8,0.3,,,8.2,,1011.8,
2023-07-10 00:00:00,24.6,22,31,0,,,9.8,,1010.1,
2023-07-11 00:00:00,24.7,21.4,30.5,36.1,,,5.2,,1010.7,
2023-07-12 00:00:00,24.2,20.2,30.4,1.8,,,6.3,,1010,
2023-07-13 00:00:00,23.2,21,28.2,21.1,,,5.7,,1009.8,
2023-07-14 00:00:00,22.7,21,26,9.3,,,4.1,,1010.6,
2023-07-15 00:00:00,24.4,20.6,29.3,31.5,,,6.2,,1011.4,
2023-07-16 00:00:00,23.8,21.6,29.8,1,,,8,,1009.3,
2023-07-17 00:00:00,22.9,20.8,29.4,15,,,5.4,,1008.3,
2023-07-18 00:00:00,23.3,19.6,28.7,66.3,,,3.2,,1010.1,
2023-07-19 00:00:00,24.8,21,31.1,2.8,,,5.2,,1010.4,
2023-07-20 00:00:00,25.2,21.3,32.3,2.8,,,6,,1009.5,
2023-07-21 00:00:00,24.1,21.4,31,9.7,,,7.7,,1009.3,
2023-07-22 00:00:00,24.4,21,31.6,3,,,6.2,,1014.2,
2023-07-23 00:00:00,23.9,21,30.5,2.5,,,6.3,,1014.3,
2023-07-24 00:00:00,23.5,20.4,30.3,2.3,,,6.1,,1012.1,
2023-07-25 00:00:00,22.7,20.1,26.7,21.1,,,5.9,,1012.9,
2023-07-26 00:00:00,23.8,21,29.5,6.6,,,5.5,,1013,
2023-07-27 00:00:00,23.8,20.3,29.2,6.4,,,6.3,,1011.7,
2023-07-28 00:00:00,23.7,20.4,29,11.2,,,6.8,,1008.6,
2023-07-29 00:00:00,23.3,20.8,26.2,14.5,,,6.8,,1007.6,
2023-07-30 00:00:00,23.3,20,28,11.9,,,5.7,,1007.7,
2023-07-31 00:00:00,25,20.4,30.5,0,,,5.5,,1006.7,
2023-08-01 00:00:00,24.6,21,31.7,1,,,7.1,,1005.6,
2023-08-02 00:00:00,25.1,20.9,30.5,17.8,,,7.3,,1007.1,
2023-08-03 00:00:00,24.6,21.8,29.8,2,,,7.9,,1007.1,
2023-08-04 00:00:00,24.5,21.4,29.7,0,,,7.9,,1009.2,
2023-08-05 00:00:00,23.8,20.3,29.8,2,,,7.5,,1009.6,
2023-08-06 00:00:00,22.5,20.3,25.4,18.5,,,5.5,,1006.7,
2023-08-07 00:00:00,22.8,20.2,27.5,14.2,,,4.5,,1003.9,
2023-08-08 00:00:00,23.1,20,26.3,64,,,5.7,,1006.3,
2023-08-09 00:00:00,23.7,21,29,6.4,,,5.3,,1009.8,
2023-08-10 00:00:00,24.6,20.5,30,0,,,8.1,,1012,
2023-08-11 00:00:00,24.2,21.2,30.6,2.3,,,6.5,,1010.6,
2023-08-12 00:00:00,22.9,21.2,27,49.8,,,4.7,,1009.1,
2023-08-13 00:00:00,20.8,19,22.8,38.6,,,5.2,,1009,
2023-08-14 00:00:00,21.7,19,24,11,,,2.8,,1013.2,
2023-08-15 00:00:00,24.2,19.3,30.5,0,,,7.9,,1012.4,
2023-08-16 00:00:00,24.4,20.6,28,4.4,,,5.6,,1011.8,
2023-08-17 00:00:00,25.2,21,31.6,0,,,6.7,,1011.9,
2023-08-18 00:00:00,24.7,20.6,31.5,7.1,,,6.8,,1012.4,
2023-08-19 00:00:00,25.2,21.3,31.8,0.3,,,9.5,,1012.7,
2023-08-20 00:00:00,24.2,20.7,31.5,1.5,,,8.2,,1012.7,
2023-08-21 00:00:00,21.4,20,24,41.9,,,6.6,,1009.8,
2023-08-22 00:00:00,22.3,19,28.5,7.1,,,5.6,,1010.4,
2023-08-23 00:00:00,21.3,19.8,23.6,35.3,,,2.6,,1008.8,
2023-08-24 00:00:00,22.6,20.4,27,69,,,5.3,,1007.6,
2023-08-25 00:00:00,21.6,20,26.6,19.1,,,6.9,,1006.7,
2023-08-26 00:00:00,22.8,19.5,28,13.7,,,6.5,,1007.5,
2023-08-27 00:00:00,23.9,19.7,30,0.5,,,6.7,,1006.7,
2023-08-28 00:00:00,24.2,18.8,30.1,0,,,8.9,,1008.4,
2023-08-29 00:00:00,23.8,20.4,30,1.5,,,9.5,,1011.1,
2023-08-30 00:00:00,24.8,20,30.6,1,,,7.3,,1013.3,
2023-08-31 00:00:00,24.2,21,29.7,0,,,7.4,,1014.2,
2023-09-01 00:00:00,24.7,20.6,30.9,0,,,7.7,,1013.2,
2023-09-02 00:00:00,25.4,20.4,31.8,0,,,8,,1012.6,
2023-09-03 00:00:00,24.7,20.2,31.3,3.6,,,9.2,,1011.3,
2023-09-04 00:00:00,24.6,18.9,31,0,,,8.6,,1012.1,
2023-09-05 00:00:00,24.4,20.5,29.5,0,,,5,,1013.4,
2023-09-06 00:00:00,25,19,32,0,,,6.6,,1014.3,
2023-09-07 00:00:00,23.6,18.2,31,8.8,,,7.4,,1012.9,
2023-09-08 00:00:00,23.4,19.5,28.3,63.2,,,5.1,,1013.6,
2023-09-09 00:00:00,23.1,20.2,28,1,,,7.4,,1012.7,
2023-09-10 00:00:00,24.1,19.5,31,1.8,,,7.4,,1011.4,
2023-09-11 00:00:00,24.5,19.5,30.8,41.4,,,6.8,,1009.6,
2023-09-12 00:00:00,22.9,19.8,28,12,,,7,,1009.6,
2023-09-13 00:00:00,24.6,19,31.4,19.6,,,6.3,,1010.1,
2023-09-14 00:00:00,24.7,19.8,30.8,2.3,,,8.8,,1013.2,
2023-09-15 00:00:00,25.2,20.7,32,0,,,8.9,,1013.9,
2023-09-16 00:00:00,25,21,30,1.2,,,7.2,,1013.9,
2023-09-17 00:00:00,24.3,21.2,30.8,9.1,,,8.3,,1013,
2023-09-18 00:00:00,24.6,18.8,30.5,0,,,6.9,,1013.9,
2023-09-19 00:00:00,23.4,18.7,31.3,7.1,,,6.4,,1014.8,
2023-09-20 00:00:00,24.1,18.8,29.6,0.3,,,8.2,,1015,
2023-09-21 00:00:00,23.4,19.5,29.5,0,,,8.7,,1014.3,
2023-09-22 00:00:00,22.8,19,29.5,1.5,,,6.7,,1014,
2023-09-23 00:00:00,23,20.2,28,0.7,,,7.5,,1014.1,
2023-09-24 00:00:00,22,18.8,28,18,,,6.3,,1013.5,
2023-09-25 00:00:00,22.3,18.5,28.2,0,,,7,,1014.6,
2023-09-26 00:00:00,23.9,18.3,30.3,0,,,8.4,,1015.4,
2023-09-27 00:00:00,23.8,19.1,30.6,0,,,8.7,,1015,
2023-09-28 00:00:00,24,18.6,30,1,,,7.1,,1015.1,
2023-09-29 00:00:00,23.6,19.3,30.8,0.3,,,5.4,,1015.2,
2023-09-30 00:00:00,22.7,18,28.5,0,,,6,,1014.7,
2023-10-01 00:00:00,22.7,19.6,29.5,11.9,,,5.2,,1013.4,
2023-10-02 00:00:00,21,18.4,24,7.8,,,5.4,,1013.2,
2023-10-03 00:00:00,21.1,19,27.5,21.6,,,5.6,,1013.5,
2023-10-04 00:00:00,20.3,18.6,22.5,21.1,,,5.1,,1013.4,
2023-10-05 00:00:00,22.4,17.2,28.6,3,,,9.9,,1013.7,
2023-10-06 00:00:00,21.7,18.3,27.1,0,,,10.1,,1012.8,
2023-10-07 00:00:00,22.2,18.3,28,0,,,7.8,,1014.7,
2023-10-08 00:00:00,21.7,17.6,28.5,0,,,8.2,,1015.3,
2023-10-09 00:00:00,21.7,15.4,29,0,,,6.2,,1016.8,
2023-10-10 00:00:00,22,16.6,29,0,,,8.2,,1016.6,
2023-10-11 00:00:00,21.4,15.4,28.5,0,,,6.8,,1017.4,
2023-10-12 00:00:00,20.9,16,27.2,0,,,6.7,,1017.8,
2023-10-13 00:00:00,21.1,15.7,27.5,0,,,7.9,,1019.9,
2023-10-14 00:00:00,20.3,16,27.8,0,,,8.6,,1019.2,
2023-10-15 00:00:00,19.7,13.5,26.4,0,,,8.9,,1017.6,
2023-10-16 00:00:00,19.9,14.3,26.8,0,,,6.6,,1018.7,
2023-10-17 00:00:00,19.2,14.4,25.8,3.5,,,7.7,,1019.5,
2023-10-18 00:00:00,18.2,12.4,26.5,0,,,6.1,,1019.8,
2023-10-19 00:00:00,18,11.5,25.4,0,,,6.2,,1020.5,
2023-10-20 00:00:00,18.1,11.5,25.8,0,,,6.4,,1021.1,
2023-10-21 00:00:00,17.6,12.7,26.8,0,,,7.2,,1022.1,
2023-10-22 00:00:00,18.2,10,26.1,0,,,6.1,,1022.6,
2023-10-23 00:00:00,17.9,10,26.5,0,,,6.6,,1021.4,
2023-10-24 00:00:00,18.3,10,26.5,0,,,7.2,,1020.5,
2023-10-25 00:00:00,18.6,11.2,26.5,0,,,6.1,,1020.8,
2023-10-26 00:00:00,18.4,11,26.3,0,,,7.4,,1020.4,
2023-10-27 00:00:00,18.1,11.2,26.2,0,,,6.8,,1020,
2023-10-28 00:00:00,17.7,11,25.5,0,,,8.1,,1020.8,
2023-10-29 00:00:00,18.1,12,27.4,0,,,5.4,,1021.2,
2023-10-30 00:00:00,18.4,10.9,26.5,0,,,6.4,,1022,
2023-10-31 00:00:00,18.6,11.5,26.6,0,,,6.2,,1023.8,
2023-11-01 00:00:00,17.3,12,23.5,0,,,4.1,,1023.4,
2023-11-02 00:00:00,17.2,10.2,25.2,0,,,7.2,,1021.2,
2023-11-03 00:00:00,17.8,11,25,0,,,6.4,,1018.6,
2023-11-04 00:00:00,16.9,11.5,24.5,0,,,6.8,,1018.7,
2023-11-05 00:00:00,16.9,10.5,24,0,,,5.8,,1020.4,
2023-11-06 00:00:00,16.9,10.5,24,0,,,6.7,,1021.9,
2023-11-07 00:00:00,16.3,10.2,24,0,,,6.7,,1020.8,
2023-11-08 00:00:00,15.9,9.5,24.2,0,,,6.5,,1019.7,
2023-11-09 00:00:00,15.6,9,23,0,,,5.3,,1020.2,
2023-11-10 00:00:00,15.9,10,23.4,0,,,7,,1022,
2023-11-11 00:00:00,15.2,9.9,23,0,,,5.3,,1022.4,
2023-11-12 00:00:00,15.5,8.6,23,0,,,5.3,,1022.5,
2023-11-13 00:00:00,15.4,9.5,24.3,0,,,6.3,,1023,
2023-11-14 00:00:00,16.2,9.6,24,0,,,6,,1023.2,
2023-11-15 00:00:00,16.2,9.6,24,0,,,7.3,,1022.9,
2023-11-16 00:00:00,16.3,10.2,24,0,,,6.4,,1024.5,
2023-11-17 00:00:00,16.1,9.5,23.6,0,,,7.2,,1023.4,
2023-11-18 00:00:00,15.8,10,23.7,0,,,7.9,,1021.6,
2023-11-19 00:00:00,16,9.8,23,0,,,5.2,,1023.1,
2023-11-20 00:00:00,16.2,10,24,0,,,6.1,,1022.5,
2023-11-21 00:00:00,16.1,10.3,23.2,0,,,6.9,,1019.8,
2023-11-22 00:00:00,15.6,10.3,22,0,,,6.3,,1019.2,
2023-11-23 00:00:00,15.7,9.5,22.8,0,,,5.4,,1019.5,
2023-11-24 00:00:00,16.1,9.7,23.4,0,,,5.5,,1020.8,
2023-11-25 00:00:00,16,12.5,22.3,0,,,5.7,,1022.7,
2023-11-26 00:00:00,16.3,11,24,0,,,4.8,,1024.4,
2023-11-27 00:00:00,15.6,11,22,0,,,5.6,,1022.5,
2023-11-28 00:00:00,16.1,13,21,0.9,,,6.1,,1020.8,
2023-11-29 00:00:00,15.6,11,22,0.5,,,6.6,,1021.3,
2023-11-30 00:00:00,14.2,10,19,0,,,4.2,,1022.4,
2023-12-01 00:00:00,15.2,11,22,0.1,,,5.9,,1021.8,
2023-12-02 00:00:00,14.9,10,23,0,,,5.1,,1021.9,
2023-12-03 00:00:00,14.2,8,22,0,,,5.2,,1022.2,
2023-12-04 00:00:00,13.5,9,18,0,,,3.6,,1021.5,
2023-12-05 00:00:00,14.7,9,22,0,,,6.2,,1019.6,
2023-12-06 00:00:00,13.8,9,20,0,,,4.8,,1021.7,
2023-12-07 00:00:00,12.4,10,15,0,,,4.4,,1020,
2023-12-08 00:00:00,12.9,9,20,0,,,6.1,,1018.5,
2023-12-09 00:00:00,12.9,8,20,0,,,5.8,,1018.6,
2023-12-10 00:00:00,12.3,7,19,0,,,5.7,,1017.3,
2023-12-11 00:00:00,12.5,8,19,0,,,5.6,,1019.3,
2023-12-12 00:00:00,12.6,7,19,4.2,,,6.8,,1018.1,
2023-12-13 00:00:00,11.8,7,18,0.4,,,5.4,,1018.2,
2023-12-14 00:00:00,11.4,6,19,0,,,6.2,,1019.8,
2023-12-15 00:00:00,11.5,7,18,0,,,5.7,,1021.5,
2023-12-16 00:00:00,12.2,8,18,0,,,4.5,,1019.9,
2023-12-17 00:00:00,13.1,9,20,0,,,5,,1020.6,
2023-12-18 00:00:00,12.2,9,19,0,,,5.8,,1021.2,
2023-12-19 00:00:00,11.1,6,18,0,,,5.7,,1022.1,
2023-12-20 00:00:00,11.2,6,19,0,,,4.1,,1022.6,
2023-12-21 00:00:00,11.6,5,20,0,,,5.6,,1021.1,
2023-12-22 00:00:00,11.8,6,19,0,,,4.6,,1021.7,
2023-12-23 00:00:00,12.2,7,20,0,,,4,,1024.4,
2023-12-24 00:00:00,11.7,6,19,0,,,6.7,,1024.6,
2023-12-25 00:00:00,12,6,19,0,,,5.9,,1023.4,
2023-12-26 00:00:00,12.7,6,20,0,,,5.5,,1023.2,
2023-12-27 00:00:00,13.1,9,20,0,,,5.7,,1023.9,
